1,0.04,0.37,0.20,0.40,0.14,0.35,0.12,0.36,0.20,0.42,0.64,0.47,0.08
0.04,1,0.09,-0.00,0.11,0.03,-0.01,0.01,-0.01,0.03,0.01,0.03,0.05,0.02
0.37,0.09,1,0.19,0.32,0.14,0.31,0.03,0.14,0.08,0.13,0.15,0.27,-0.01
0.20,-0.00,0.19,1,0.40,0.02,0.07,0.12,0.04,0.22,0.16,0.04,0.08,-0.00
0.40,0.11,0.32,0.40,1,0.22,0.13,0.11,0.18,0.23,0.27,0.19,0.37,0.02
0.14,0.03,0.14,0.02,0.22,1,0.08,0.02,0.10,0.08,0.08,0.10,0.30,0.02
0.35,-0.01,0.31,0.07,0.13,0.08,1,0.05,0.27,0.06,0.46,0.27,0.33,0.05
0.12,0.01,0.03,0.12,0.11,0.02,0.05,1,0.05,-0.03,0.04,0.11,0.08,0.01
0.36,-0.01,0.14,0.04,0.18,0.10,0.27,0.05,1,0.03,0.21,0.53,0.31,0.07
0.20,0.03,0.08,0.22,0.23,0.08,0.06,-0.03,0.03,1,0.11,0.02,0.10,-0.01
0.42,0.01,0.13,0.16,0.27,0.08,0.46,0.04,0.21,0.11,1,0.35,0.26,0.16
0.64,0.03,0.15,0.04,0.19,0.10,0.27,0.11,0.53,0.02,0.35,1,0.32,0.06
0.47,0.05,0.27,0.08,0.37,0.30,0.33,0.08,0.31,0.10,0.26,0.32,1,0.07
0.08,0.02,-0.01,-0.00,0.02,0.02,0.05,0.01,0.07,-0.01,0.16,0.06,0.07,1
