N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,-0.00,0.09,0.00,0.13,0.08,0.08,0.17,0.25,N/A,-0.02,-0.04,0.16,0.01,0.07,0.09,0.12,0.20
N/A,-0.00,1,-0.04,0.02,0.04,0.00,0.00,0.06,0.14,N/A,0.02,0.04,0.03,0.02,0.03,0.05,0.05,0.01
N/A,0.09,-0.04,1,0.27,0.25,0.01,0.35,-0.01,0.10,N/A,-0.00,-0.01,0.06,0.04,0.06,0.05,0.19,0.00
N/A,0.00,0.02,0.27,1,0.58,0.07,0.55,0.05,0.28,N/A,0.18,0.02,0.09,0.01,0.16,-0.03,0.11,0.07
N/A,0.13,0.04,0.25,0.58,1,0.04,0.42,0.11,0.42,N/A,0.09,0.06,0.11,0.04,0.17,-0.02,0.17,0.08
N/A,0.08,0.00,0.01,0.07,0.04,1,0.07,0.04,0.12,N/A,0.01,-0.00,0.06,0.02,0.02,0.04,0.03,0.03
N/A,0.08,0.00,0.35,0.55,0.42,0.07,1,0.06,0.25,N/A,-0.00,0.02,0.11,0.04,0.17,0.01,0.01,0.00
N/A,0.17,0.06,-0.01,0.05,0.11,0.04,0.06,1,0.45,N/A,-0.01,0.03,0.27,0.07,0.07,0.15,0.01,0.26
N/A,0.25,0.14,0.10,0.28,0.42,0.12,0.25,0.45,1,N/A,0.06,0.08,0.24,0.07,0.20,0.14,0.11,0.33
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.02,0.02,-0.00,0.18,0.09,0.01,-0.00,-0.01,0.06,N/A,1,0.05,0.01,0.01,0.04,0.01,0.03,0.02
N/A,-0.04,0.04,-0.01,0.02,0.06,-0.00,0.02,0.03,0.08,N/A,0.05,1,-0.06,-0.02,0.32,0.02,0.01,-0.03
N/A,0.16,0.03,0.06,0.09,0.11,0.06,0.11,0.27,0.24,N/A,0.01,-0.06,1,0.05,0.03,0.08,0.07,0.12
N/A,0.01,0.02,0.04,0.01,0.04,0.02,0.04,0.07,0.07,N/A,0.01,-0.02,0.05,1,0.02,0.10,0.01,0.01
N/A,0.07,0.03,0.06,0.16,0.17,0.02,0.17,0.07,0.20,N/A,0.04,0.32,0.03,0.02,1,0.20,-0.01,0.06
N/A,0.09,0.05,0.05,-0.03,-0.02,0.04,0.01,0.15,0.14,N/A,0.01,0.02,0.08,0.10,0.20,1,-0.03,0.08
N/A,0.12,0.05,0.19,0.11,0.17,0.03,0.01,0.01,0.11,N/A,0.03,0.01,0.07,0.01,-0.01,-0.03,1,-0.02
N/A,0.20,0.01,0.00,0.07,0.08,0.03,0.00,0.26,0.33,N/A,0.02,-0.03,0.12,0.01,0.06,0.08,-0.02,1
