1,0.00,N/A,-0.04,-0.02,-0.03,-0.01,-0.02,0.03,N/A,0.05,-0.01,0.05,-0.05,-0.01,-0.03,0.01,0.05,0.11,0.06,0.03,0.00,-0.06,-0.04,0.10,0.03,0.02,-0.02
0.00,1,N/A,0.23,0.46,0.06,0.36,0.24,0.19,N/A,0.13,0.09,0.22,0.24,0.36,0.04,0.44,0.18,0.23,0.24,0.21,0.11,0.21,0.11,0.41,0.02,0.21,0.31
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,0.23,N/A,1,0.22,0.01,0.12,0.03,0.03,N/A,-0.00,0.09,0.00,0.06,0.26,0.04,0.18,-0.02,0.05,0.04,0.06,0.03,0.04,0.05,0.15,-0.01,0.02,0.33
-0.02,0.46,N/A,0.22,1,0.20,0.40,0.26,0.48,N/A,0.14,0.20,0.42,0.66,0.44,0.07,0.47,0.32,0.45,0.44,0.24,0.30,0.46,0.17,0.40,0.16,0.38,0.36
-0.03,0.06,N/A,0.01,0.20,1,0.10,0.03,0.14,N/A,0.00,0.02,0.06,0.13,0.06,0.05,0.05,0.01,0.16,0.08,0.04,0.10,0.14,0.12,0.07,0.05,0.05,0.01
-0.01,0.36,N/A,0.12,0.40,0.10,1,0.20,0.15,N/A,0.30,0.05,0.15,0.24,0.46,0.04,0.36,0.18,0.15,0.23,0.25,0.07,0.12,0.08,0.28,0.08,0.17,0.38
-0.02,0.24,N/A,0.03,0.26,0.03,0.20,1,0.20,N/A,0.03,0.08,0.41,0.23,0.09,0.18,0.14,0.22,0.30,0.17,0.05,0.04,0.13,0.13,0.09,0.01,0.27,0.08
0.03,0.19,N/A,0.03,0.48,0.14,0.15,0.20,1,N/A,0.07,0.08,0.30,0.44,0.16,-0.02,0.29,0.22,0.31,0.42,0.11,0.10,0.44,0.09,0.17,0.13,0.55,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,0.13,N/A,-0.00,0.14,0.00,0.30,0.03,0.07,N/A,1,-0.02,0.04,0.10,0.19,-0.04,0.18,0.01,0.01,0.09,0.16,0.10,0.06,-0.02,0.01,0.02,0.10,0.02
-0.01,0.09,N/A,0.09,0.20,0.02,0.05,0.08,0.08,N/A,-0.02,1,0.08,0.14,0.16,0.19,0.10,0.06,0.06,0.06,0.16,0.13,0.18,0.05,0.24,0.01,0.06,0.05
0.05,0.22,N/A,0.00,0.42,0.06,0.15,0.41,0.30,N/A,0.04,0.08,1,0.36,0.17,0.22,0.27,0.19,0.24,0.27,0.14,0.10,0.24,0.04,0.17,0.05,0.30,0.13
-0.05,0.24,N/A,0.06,0.66,0.13,0.24,0.23,0.44,N/A,0.10,0.14,0.36,1,0.25,-0.01,0.27,0.24,0.44,0.40,0.12,0.30,0.49,0.13,0.20,0.08,0.42,0.17
-0.01,0.36,N/A,0.26,0.44,0.06,0.46,0.09,0.16,N/A,0.19,0.16,0.17,0.25,1,0.02,0.47,0.20,0.19,0.19,0.40,0.18,0.16,0.04,0.34,0.04,0.25,0.45
-0.03,0.04,N/A,0.04,0.07,0.05,0.04,0.18,-0.02,N/A,-0.04,0.19,0.22,-0.01,0.02,1,-0.03,0.09,-0.01,0.07,-0.02,-0.02,0.00,0.07,0.04,-0.08,0.02,0.03
0.01,0.44,N/A,0.18,0.47,0.05,0.36,0.14,0.29,N/A,0.18,0.10,0.27,0.27,0.47,-0.03,1,0.13,0.16,0.29,0.33,0.27,0.27,0.03,0.37,0.04,0.28,0.36
0.05,0.18,N/A,-0.02,0.32,0.01,0.18,0.22,0.22,N/A,0.01,0.06,0.19,0.24,0.20,0.09,0.13,1,0.22,0.31,0.13,0.03,0.18,-0.01,0.16,0.02,0.21,0.05
0.11,0.23,N/A,0.05,0.45,0.16,0.15,0.30,0.31,N/A,0.01,0.06,0.24,0.44,0.19,-0.01,0.16,0.22,1,0.25,0.06,0.19,0.29,0.09,0.18,0.07,0.28,0.08
0.06,0.24,N/A,0.04,0.44,0.08,0.23,0.17,0.42,N/A,0.09,0.06,0.27,0.40,0.19,0.07,0.29,0.31,0.25,1,0.11,0.13,0.32,0.07,0.22,0.08,0.36,0.21
