1,0.06,0.07,0.20,0.12,0.05,N/A,0.07,N/A,0.18,N/A,0.18,N/A,0.02,0.09,0.17,0.01,-0.01,0.14,0.14,0.04,-0.05,N/A,0.07,-0.01,0.14,0.08,N/A,N/A,0.03,0.11,0.13,N/A,0.12,-0.03,N/A,0.07,0.08,N/A,0.13,N/A,0.06,0.13,0.11,-0.01,0.05
0.06,1,0.22,0.30,0.33,0.17,N/A,0.03,N/A,0.07,N/A,0.07,N/A,0.09,0.07,0.19,0.09,0.09,0.31,0.18,0.07,0.06,N/A,0.27,0.03,0.07,0.21,N/A,N/A,0.21,0.11,0.02,N/A,0.33,0.07,N/A,0.12,0.01,N/A,-0.01,N/A,-0.04,0.31,0.31,0.09,0.01
0.07,0.22,1,0.65,0.69,0.43,N/A,0.48,N/A,0.22,N/A,0.22,N/A,0.28,0.24,0.44,0.28,0.32,0.72,0.11,0.06,0.29,N/A,0.60,0.19,0.26,0.09,N/A,N/A,0.43,0.13,0.04,N/A,0.72,0.26,N/A,0.13,0.01,N/A,0.14,N/A,0.12,0.72,0.79,0.32,0.07
0.20,0.30,0.65,1,0.72,0.51,N/A,0.37,N/A,0.24,N/A,0.24,N/A,0.22,0.26,0.51,0.25,0.42,0.79,0.16,0.07,0.23,N/A,0.60,0.13,0.28,0.12,N/A,N/A,0.45,0.23,0.09,N/A,0.73,0.30,N/A,0.10,0.00,N/A,0.24,N/A,0.12,0.73,0.77,0.42,0.08
0.12,0.33,0.69,0.72,1,0.67,N/A,0.42,N/A,0.28,N/A,0.28,N/A,0.21,0.27,0.56,0.25,0.36,0.94,0.15,0.09,0.27,N/A,0.80,0.21,0.21,0.24,N/A,N/A,0.59,0.18,0.08,N/A,0.97,0.35,N/A,0.21,0.10,N/A,0.16,N/A,0.13,0.80,0.88,0.36,0.12
0.05,0.17,0.43,0.51,0.67,1,N/A,0.24,N/A,0.10,N/A,0.10,N/A,0.20,0.24,0.51,0.18,0.31,0.63,-0.01,0.13,0.16,N/A,0.64,0.24,0.08,0.21,N/A,N/A,0.50,0.12,0.06,N/A,0.71,0.35,N/A,0.24,0.10,N/A,0.05,N/A,0.07,0.62,0.61,0.31,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.03,0.48,0.37,0.42,0.24,N/A,1,N/A,0.11,N/A,0.11,N/A,0.21,0.11,0.24,0.24,0.35,0.48,-0.07,0.09,0.22,N/A,0.36,0.13,0.08,0.05,N/A,N/A,0.26,0.08,0.06,N/A,0.44,0.22,N/A,0.03,0.03,N/A,0.09,N/A,0.05,0.40,0.47,0.35,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.18,0.07,0.22,0.24,0.28,0.10,N/A,0.11,N/A,1,N/A,1.00,N/A,0.02,0.12,0.24,0.05,0.40,0.25,0.01,0.09,0.05,N/A,0.22,0.09,0.35,0.19,N/A,N/A,0.15,0.19,0.02,N/A,0.27,0.06,N/A,-0.00,0.04,N/A,0.35,N/A,0.10,0.20,0.22,0.40,-0.04
