1,0.22,0.00,0.64,0.33,0.46,0.61,0.24,0.27,0.32,0.30,0.34,0.16,0.11,0.06
0.22,1,-0.00,0.25,0.14,0.17,0.27,0.04,0.11,0.21,0.09,0.23,0.07,0.03,0.01
0.00,-0.00,1,0.01,0.10,0.01,0.11,-0.05,-0.06,0.17,0.11,0.02,-0.01,0.11,0.20
0.64,0.25,0.01,1,0.42,0.39,0.54,0.17,0.25,0.26,0.33,0.30,0.08,0.05,0.13
0.33,0.14,0.10,0.42,1,0.13,0.31,0.09,0.32,0.18,0.35,0.07,0.12,0.14,0.23
0.46,0.17,0.01,0.39,0.13,1,0.48,0.11,0.18,0.19,0.20,0.20,0.16,0.05,0.04
0.61,0.27,0.11,0.54,0.31,0.48,1,0.19,0.26,0.32,0.36,0.39,0.16,0.16,0.17
0.24,0.04,-0.05,0.17,0.09,0.11,0.19,1,0.16,0.15,0.05,0.02,0.03,-0.02,0.04
0.27,0.11,-0.06,0.25,0.32,0.18,0.26,0.16,1,0.16,0.25,0.07,0.25,0.10,0.15
0.32,0.21,0.17,0.26,0.18,0.19,0.32,0.15,0.16,1,0.21,0.18,0.02,0.04,0.19
0.30,0.09,0.11,0.33,0.35,0.20,0.36,0.05,0.25,0.21,1,0.20,0.02,0.11,0.07
0.34,0.23,0.02,0.30,0.07,0.20,0.39,0.02,0.07,0.18,0.20,1,0.05,0.07,0.02
0.16,0.07,-0.01,0.08,0.12,0.16,0.16,0.03,0.25,0.02,0.02,0.05,1,0.03,0.03
0.11,0.03,0.11,0.05,0.14,0.05,0.16,-0.02,0.10,0.04,0.11,0.07,0.03,1,0.15
0.06,0.01,0.20,0.13,0.23,0.04,0.17,0.04,0.15,0.19,0.07,0.02,0.03,0.15,1
