N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,1,N/A,0.09,0.28,0.16,0.34,0.28,N/A,N/A,0.26,0.22,0.26,0.55
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0.09,N/A,1,0.13,0.14,0.13,0.27,N/A,N/A,0.24,0.11,0.06,0.21
N/A,N/A,N/A,0.28,N/A,0.13,1,0.05,0.16,0.20,N/A,N/A,0.12,0.15,0.14,0.39
N/A,N/A,N/A,0.16,N/A,0.14,0.05,1,0.09,0.43,N/A,N/A,0.07,0.29,0.17,0.24
N/A,N/A,N/A,0.34,N/A,0.13,0.16,0.09,1,0.15,N/A,N/A,0.23,0.25,0.23,0.33
N/A,N/A,N/A,0.28,N/A,0.27,0.20,0.43,0.15,1,N/A,N/A,0.18,0.30,0.29,0.43
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0.26,N/A,0.24,0.12,0.07,0.23,0.18,N/A,N/A,1,0.11,0.07,0.17
N/A,N/A,N/A,0.22,N/A,0.11,0.15,0.29,0.25,0.30,N/A,N/A,0.11,1,0.21,0.28
N/A,N/A,N/A,0.26,N/A,0.06,0.14,0.17,0.23,0.29,N/A,N/A,0.07,0.21,1,0.43
N/A,N/A,N/A,0.55,N/A,0.21,0.39,0.24,0.33,0.43,N/A,N/A,0.17,0.28,0.43,1
