1,0.82,0.90,0.94,0.79,0.86,0.91,0.75,0.25,0.46,0.83,0.92,0.44,0.81,0.84,0.28,0.91,0.89,0.77,0.73,0.79,0.92,0.73,0.93,0.85,0.99,0.45,0.35,0.89,0.51,0.20,0.16,0.82,0.92,0.84,0.84
0.82,1,0.81,0.80,0.77,0.82,0.77,0.64,0.21,0.42,0.74,0.76,0.32,0.64,0.74,0.24,0.78,0.72,0.60,0.65,0.70,0.75,0.61,0.80,0.72,0.80,0.42,0.21,0.77,0.34,0.17,0.12,0.70,0.78,0.70,0.67
0.90,0.81,1,0.92,0.77,0.84,0.88,0.76,0.22,0.50,0.81,0.88,0.48,0.82,0.84,0.24,0.88,0.84,0.71,0.75,0.76,0.89,0.82,0.89,0.82,0.91,0.49,0.38,0.87,0.48,0.19,0.18,0.81,0.90,0.84,0.80
0.94,0.80,0.92,1,0.77,0.84,0.93,0.77,0.25,0.52,0.83,0.90,0.50,0.81,0.85,0.29,0.91,0.91,0.78,0.70,0.79,0.91,0.80,0.91,0.87,0.94,0.50,0.36,0.89,0.54,0.22,0.19,0.83,0.93,0.87,0.83
0.79,0.77,0.77,0.77,1,0.93,0.75,0.62,0.23,0.44,0.70,0.77,0.35,0.64,0.85,0.25,0.76,0.71,0.61,0.65,0.65,0.73,0.60,0.78,0.72,0.78,0.44,0.26,0.75,0.39,0.18,0.14,0.72,0.76,0.71,0.67
0.86,0.82,0.84,0.84,0.93,1,0.80,0.66,0.23,0.43,0.75,0.88,0.40,0.68,0.86,0.23,0.80,0.76,0.71,0.76,0.71,0.78,0.66,0.83,0.75,0.86,0.43,0.29,0.80,0.43,0.19,0.15,0.75,0.81,0.75,0.72
0.91,0.77,0.88,0.93,0.75,0.80,1,0.85,0.25,0.64,0.82,0.89,0.44,0.79,0.81,0.37,0.93,0.96,0.75,0.71,0.76,0.92,0.71,0.95,0.95,0.91,0.64,0.34,0.83,0.54,0.18,0.19,0.82,0.95,0.92,0.88
0.75,0.64,0.76,0.77,0.62,0.66,0.85,1,0.21,0.77,0.69,0.77,0.39,0.71,0.68,0.41,0.88,0.74,0.63,0.70,0.65,0.85,0.65,0.89,0.84,0.75,0.80,0.34,0.72,0.52,0.18,0.14,0.71,0.88,0.87,0.87
0.25,0.21,0.22,0.25,0.23,0.23,0.25,0.21,1,0.22,0.18,0.24,0.22,0.28,0.27,0.06,0.28,0.22,0.24,0.17,0.14,0.24,0.22,0.27,0.25,0.25,0.23,0.02,0.22,0.13,0.02,-0.02,0.27,0.22,0.27,0.23
0.46,0.42,0.50,0.52,0.44,0.43,0.64,0.77,0.22,1,0.43,0.54,0.22,0.41,0.43,0.50,0.71,0.48,0.42,0.58,0.37,0.60,0.42,0.71,0.66,0.45,0.95,0.16,0.43,0.33,0.06,0.12,0.50,0.59,0.74,0.70
0.83,0.74,0.81,0.83,0.70,0.75,0.82,0.69,0.18,0.43,1,0.79,0.37,0.72,0.74,0.25,0.79,0.79,0.64,0.61,0.87,0.80,0.62,0.82,0.77,0.83,0.42,0.30,0.75,0.48,0.19,0.16,0.75,0.82,0.75,0.75
0.92,0.76,0.88,0.90,0.77,0.88,0.89,0.77,0.24,0.54,0.79,1,0.48,0.78,0.83,0.44,0.88,0.85,0.78,0.79,0.76,0.88,0.74,0.91,0.83,0.92,0.51,0.36,0.84,0.52,0.22,0.16,0.80,0.91,0.84,0.82
0.44,0.32,0.48,0.50,0.35,0.40,0.44,0.39,0.22,0.22,0.37,0.48,1,0.55,0.77,0.15,0.43,0.46,0.43,0.28,0.37,0.48,0.48,0.41,0.42,0.47,0.21,0.28,0.48,0.27,0.12,0.16,0.48,0.46,0.44,0.38
0.81,0.64,0.82,0.81,0.64,0.68,0.79,0.71,0.28,0.41,0.72,0.78,0.55,1,0.78,0.22,0.79,0.78,0.66,0.55,0.69,0.84,0.71,0.78,0.78,0.83,0.41,0.42,0.77,0.50,0.19,0.14,0.73,0.84,0.74,0.75
0.84,0.74,0.84,0.85,0.85,0.86,0.81,0.68,0.27,0.43,0.74,0.83,0.77,0.78,1,0.26,0.80,0.78,0.69,0.63,0.70,0.81,0.70,0.81,0.76,0.85,0.42,0.34,0.82,0.44,0.18,0.19,0.79,0.82,0.76,0.71
0.28,0.24,0.24,0.29,0.25,0.23,0.37,0.41,0.06,0.50,0.25,0.44,0.15,0.22,0.26,1,0.38,0.29,0.23,0.31,0.23,0.34,0.19,0.39,0.39,0.27,0.48,0.06,0.22,0.16,0.06,0.16,0.31,0.34,0.38,0.36
0.91,0.78,0.88,0.91,0.76,0.80,0.93,0.88,0.28,0.71,0.79,0.88,0.43,0.79,0.80,0.38,1,0.85,0.73,0.76,0.74,0.95,0.73,0.97,0.89,0.90,0.72,0.36,0.84,0.51,0.19,0.17,0.81,0.93,0.92,0.91
0.89,0.72,0.84,0.91,0.71,0.76,0.96,0.74,0.22,0.48,0.79,0.85,0.46,0.78,0.78,0.29,0.85,1,0.73,0.64,0.74,0.86,0.70,0.87,0.90,0.89,0.46,0.35,0.82,0.53,0.18,0.18,0.79,0.90,0.84,0.80
0.77,0.60,0.71,0.78,0.61,0.71,0.75,0.63,0.24,0.42,0.64,0.78,0.43,0.66,0.69,0.23,0.73,0.73,1,0.63,0.62,0.75,0.64,0.73,0.70,0.77,0.41,0.29,0.71,0.47,0.20,0.18,0.66,0.73,0.72,0.68
0.73,0.65,0.75,0.70,0.65,0.76,0.71,0.70,0.17,0.58,0.61,0.79,0.28,0.55,0.63,0.31,0.76,0.64,0.63,1,0.57,0.72,0.57,0.78,0.69,0.72,0.57,0.30,0.69,0.40,0.14,0.13,0.65,0.74,0.73,0.71
0.79,0.70,0.76,0.79,0.65,0.71,0.76,0.65,0.14,0.37,0.87,0.76,0.37,0.69,0.70,0.23,0.74,0.74,0.62,0.57,1,0.77,0.62,0.75,0.73,0.79,0.36,0.36,0.76,0.47,0.60,0.14,0.69,0.77,0.69,0.70
