1,0.45,0.00,0.46,0.58,0.37
0.45,1,-0.02,0.14,0.37,0.28
0.00,-0.02,1,0.04,-0.02,-0.02
0.46,0.14,0.04,1,0.36,0.17
0.58,0.37,-0.02,0.36,1,0.55
0.37,0.28,-0.02,0.17,0.55,1
