1,0.64,N/A,-0.00,0.53,0.37,0.33,0.41,0.64,0.10,0.12,0.38,-0.01,N/A,0.61,0.16,0.24,0.02,0.09,0.09,N/A,0.08,0.07,0.39,0.16,-0.00,0.19,0.09,0.35,0.37,0.61,N/A,N/A,0.14,0.61,0.26,0.01,0.08,0.05,0.44,0.06,N/A,0.08
0.64,1,N/A,0.03,0.35,0.26,0.24,0.24,1.00,0.09,0.09,0.25,0.06,N/A,0.33,0.10,0.17,-0.00,0.05,0.01,N/A,0.02,0.07,0.30,0.13,-0.03,0.13,0.05,0.12,0.30,0.36,N/A,N/A,0.09,0.36,0.16,-0.01,0.08,0.02,0.34,0.04,N/A,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.03,N/A,1,0.04,0.03,0.04,0.06,0.03,0.09,0.10,0.04,-0.09,N/A,-0.00,-0.05,0.06,0.28,0.04,0.02,N/A,0.03,0.05,-0.02,0.09,0.01,0.12,-0.04,0.03,0.06,0.02,N/A,N/A,0.01,0.02,0.01,-0.06,-0.05,0.03,0.09,0.02,N/A,0.08
0.53,0.35,N/A,0.04,1,0.51,0.53,0.52,0.35,0.27,0.10,0.29,0.05,N/A,0.46,0.22,0.36,0.08,0.04,0.15,N/A,0.07,0.18,0.56,0.21,0.06,0.30,0.36,0.17,0.52,0.59,N/A,N/A,0.26,0.56,0.37,0.12,0.19,0.03,0.57,0.13,N/A,0.19
0.37,0.26,N/A,0.03,0.51,1,0.52,0.45,0.25,0.22,0.10,0.21,0.02,N/A,0.32,0.27,0.39,0.01,0.06,0.09,N/A,0.12,0.15,0.54,0.30,0.00,0.37,0.27,0.15,0.51,0.50,N/A,N/A,0.26,0.44,0.32,0.06,0.28,0.01,0.52,0.13,N/A,0.25
0.33,0.24,N/A,0.04,0.53,0.52,1,0.63,0.23,0.35,0.14,0.27,0.09,N/A,0.46,0.46,0.51,0.03,0.10,0.15,N/A,0.19,0.22,0.80,0.27,0.06,0.45,0.09,0.22,0.73,0.61,N/A,N/A,0.35,0.58,0.53,0.17,0.42,0.13,0.69,0.18,N/A,0.28
0.41,0.24,N/A,0.06,0.52,0.45,0.63,1,0.23,0.24,0.15,0.47,-0.05,N/A,0.56,0.29,0.49,-0.02,0.13,0.17,N/A,0.16,0.22,0.67,0.30,0.01,0.45,0.01,0.28,0.56,0.62,N/A,N/A,0.37,0.55,0.48,0.15,0.29,0.16,0.54,0.25,N/A,0.21
0.64,1.00,N/A,0.03,0.35,0.25,0.23,0.23,1,0.09,0.09,0.25,0.06,N/A,0.33,0.09,0.16,-0.00,0.05,0.00,N/A,0.02,0.07,0.29,0.13,-0.03,0.13,0.05,0.12,0.29,0.36,N/A,N/A,0.09,0.36,0.15,-0.01,0.07,0.01,0.33,0.04,N/A,0.06
0.10,0.09,N/A,0.09,0.27,0.22,0.35,0.24,0.09,1,0.04,0.04,0.08,N/A,0.05,0.25,0.36,0.02,0.03,0.00,N/A,0.01,0.11,0.31,0.14,0.05,0.30,0.17,0.03,0.30,0.22,N/A,N/A,0.10,0.21,0.13,0.03,0.22,0.01,0.25,0.03,N/A,0.10
0.12,0.09,N/A,0.10,0.10,0.10,0.14,0.15,0.09,0.04,1,0.03,-0.00,N/A,0.04,0.10,0.09,0.07,-0.01,-0.05,N/A,0.05,-0.00,0.22,0.05,0.01,0.21,-0.00,0.01,0.17,0.10,N/A,N/A,0.06,0.10,0.04,0.03,0.23,-0.08,0.20,-0.02,N/A,0.02
0.38,0.25,N/A,0.04,0.29,0.21,0.27,0.47,0.25,0.04,0.03,1,-0.05,N/A,0.60,0.10,0.10,-0.02,0.15,0.10,N/A,0.03,0.11,0.32,0.09,0.01,0.11,-0.04,0.44,0.31,0.34,N/A,N/A,0.23,0.33,0.37,0.01,0.08,0.01,0.25,0.17,N/A,0.04
-0.01,0.06,N/A,-0.09,0.05,0.02,0.09,-0.05,0.06,0.08,-0.00,-0.05,1,N/A,0.01,0.02,0.00,0.20,-0.05,0.07,N/A,-0.02,-0.02,0.05,-0.08,-0.04,-0.04,0.05,-0.01,0.07,0.01,N/A,N/A,-0.02,0.00,0.03,0.02,-0.04,0.07,0.09,-0.06,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
