N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.10,0.19,0.06,N/A,0.14,0.19,0.14,N/A,0.10,0.00,N/A,-0.02,0.04,0.07,0.03,0.06,0.06,0.12,0.10,0.19,0.07,0.04,0.01,-0.05,-0.06,0.12,0.07,0.06,0.01,0.06,N/A,N/A,0.11
N/A,0.10,1,0.19,0.18,N/A,0.40,0.22,0.21,N/A,0.20,0.01,N/A,-0.01,0.23,0.15,-0.01,0.20,0.21,0.11,0.13,0.22,0.06,0.08,0.10,0.02,0.06,0.18,0.14,0.19,0.12,0.12,N/A,N/A,0.46
N/A,0.19,0.19,1,0.06,N/A,0.15,0.22,0.36,N/A,0.24,0.29,N/A,0.01,0.12,0.32,0.20,0.06,0.28,0.35,0.24,0.22,0.21,0.08,0.24,-0.01,0.02,0.19,0.14,0.06,0.34,0.16,N/A,N/A,0.17
N/A,0.06,0.18,0.06,1,N/A,0.18,0.09,0.02,N/A,0.13,0.01,N/A,0.00,0.15,0.06,0.00,0.15,0.10,0.02,0.16,0.09,0.02,0.01,-0.02,0.05,0.02,0.03,0.19,0.14,0.04,0.05,N/A,N/A,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.14,0.40,0.15,0.18,N/A,1,0.31,0.19,N/A,0.18,0.13,N/A,-0.02,0.36,0.22,0.00,0.45,0.29,0.12,0.02,0.31,0.09,0.26,0.08,-0.00,0.00,0.12,0.31,0.45,0.04,0.14,N/A,N/A,0.13
N/A,0.19,0.22,0.22,0.09,N/A,0.31,1,0.20,N/A,0.29,0.09,N/A,0.04,0.13,0.26,0.05,0.26,0.26,0.15,0.11,1.00,0.10,0.10,0.08,0.10,0.08,0.32,0.18,0.23,0.19,0.19,N/A,N/A,0.18
N/A,0.14,0.21,0.36,0.02,N/A,0.19,0.20,1,N/A,0.11,0.39,N/A,-0.01,0.06,0.49,0.00,0.08,0.13,0.65,-0.01,0.20,0.14,0.14,0.30,0.02,-0.03,0.18,0.12,0.07,0.25,0.06,N/A,N/A,0.20
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
