1,0.12,0.15,0.11,0.09,0.03,0.10,0.04,0.05,0.10,0.16,0.15
0.12,1,0.56,0.45,0.65,0.46,0.57,0.22,0.38,0.48,0.51,0.45
0.15,0.56,1,0.36,0.45,0.23,0.34,0.10,0.18,0.22,0.45,0.46
0.11,0.45,0.36,1,0.40,0.28,0.39,0.08,0.27,0.33,0.26,0.21
0.09,0.65,0.45,0.40,1,0.35,0.39,0.18,0.18,0.24,0.28,0.45
0.03,0.46,0.23,0.28,0.35,1,0.28,0.27,0.17,0.26,0.25,0.18
0.10,0.57,0.34,0.39,0.39,0.28,1,0.21,0.15,0.33,0.29,0.31
0.04,0.22,0.10,0.08,0.18,0.27,0.21,1,-0.00,0.17,0.11,0.12
0.05,0.38,0.18,0.27,0.18,0.17,0.15,-0.00,1,0.34,0.38,0.16
0.10,0.48,0.22,0.33,0.24,0.26,0.33,0.17,0.34,1,0.41,0.16
0.16,0.51,0.45,0.26,0.28,0.25,0.29,0.11,0.38,0.41,1,0.38
0.15,0.45,0.46,0.21,0.45,0.18,0.31,0.12,0.16,0.16,0.38,1
