N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,1,0.12,0.11,0.36,N/A,0.12,0.31,0.33,0.42,0.01,0.26,N/A
N/A,N/A,0.12,1,0.05,0.08,N/A,1.00,0.06,0.13,0.18,-0.01,-0.00,N/A
N/A,N/A,0.11,0.05,1,0.09,N/A,0.05,0.01,0.08,0.13,-0.00,0.02,N/A
N/A,N/A,0.36,0.08,0.09,1,N/A,0.08,0.14,0.18,0.26,0.02,0.12,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,0.12,1.00,0.05,0.08,N/A,1,0.06,0.13,0.18,-0.01,-0.00,N/A
N/A,N/A,0.31,0.06,0.01,0.14,N/A,0.06,1,0.16,0.26,-0.00,0.10,N/A
N/A,N/A,0.33,0.13,0.08,0.18,N/A,0.13,0.16,1,0.22,0.05,0.04,N/A
N/A,N/A,0.42,0.18,0.13,0.26,N/A,0.18,0.26,0.22,1,0.06,0.19,N/A
N/A,N/A,0.01,-0.01,-0.00,0.02,N/A,-0.01,-0.00,0.05,0.06,1,-0.00,N/A
N/A,N/A,0.26,-0.00,0.02,0.12,N/A,-0.00,0.10,0.04,0.19,-0.00,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
