N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,-0.00,0.06,0.30,0.24,0.02,N/A
N/A,-0.00,1,0.04,0.17,0.04,0.08,N/A
N/A,0.06,0.04,1,0.15,0.04,0.03,N/A
N/A,0.30,0.17,0.15,1,0.36,0.14,N/A
N/A,0.24,0.04,0.04,0.36,1,0.03,N/A
N/A,0.02,0.08,0.03,0.14,0.03,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
