1,N/A,0.07,N/A,0.06,0.02,0.14,0.18,0.02,-0.01,0.22,0.04,0.03,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,N/A,1,N/A,-0.01,0.00,0.06,0.01,0.10,-0.10,0.04,-0.06,-0.02,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.06,N/A,-0.01,N/A,1,0.02,0.42,0.04,0.12,0.06,0.17,0.03,0.10,0.14
0.02,N/A,0.00,N/A,0.02,1,0.04,-0.00,-0.00,0.01,0.01,-0.00,-0.00,-0.00
0.14,N/A,0.06,N/A,0.42,0.04,1,0.30,0.29,0.04,0.53,0.22,0.08,0.15
0.18,N/A,0.01,N/A,0.04,-0.00,0.30,1,0.11,-0.08,0.31,0.09,0.00,-0.00
0.02,N/A,0.10,N/A,0.12,-0.00,0.29,0.11,1,0.13,0.12,0.22,0.06,0.01
-0.01,N/A,-0.10,N/A,0.06,0.01,0.04,-0.08,0.13,1,0.12,0.08,-0.01,0.00
0.22,N/A,0.04,N/A,0.17,0.01,0.53,0.31,0.12,0.12,1,0.12,0.01,0.06
0.04,N/A,-0.06,N/A,0.03,-0.00,0.22,0.09,0.22,0.08,0.12,1,0.01,0.01
0.03,N/A,-0.02,N/A,0.10,-0.00,0.08,0.00,0.06,-0.01,0.01,0.01,1,0.00
0.00,N/A,0.03,N/A,0.14,-0.00,0.15,-0.00,0.01,0.00,0.06,0.01,0.00,1
