1,0.20,0.07,0.08,0.14,0.10,0.13,0.19
0.20,1,0.07,0.16,0.16,0.05,0.20,0.19
0.07,0.07,1,0.09,0.09,0.05,0.03,0.01
0.08,0.16,0.09,1,0.17,0.31,0.12,0.17
0.14,0.16,0.09,0.17,1,0.03,0.19,0.33
0.10,0.05,0.05,0.31,0.03,1,0.06,0.08
0.13,0.20,0.03,0.12,0.19,0.06,1,0.15
0.19,0.19,0.01,0.17,0.33,0.08,0.15,1
