1,0.08,0.03,0.02,0.28,0.27,0.22,0.07,0.04,0.08,0.16,0.28,0.09,0.16,0.07,0.11,0.29,0.05,0.28,0.25,0.10,0.21,0.11,0.07,N/A,0.21,0.10,-0.04,0.21,0.23,0.06,0.03,0.10,0.22,0.07,-0.01,0.13,0.03,0.16,0.26,0.02,0.21,-0.05,0.14,0.19,0.26,0.01,0.02,0.13,0.14,0.28,0.11,0.07,0.11,0.10,N/A,0.19,0.04,0.19
0.08,1,0.03,0.00,0.26,0.13,0.15,0.13,0.07,0.09,0.11,0.10,0.04,0.21,-0.05,0.07,0.03,0.06,0.32,0.22,0.03,0.11,0.27,0.11,N/A,0.23,0.07,0.03,0.16,0.28,0.07,0.04,0.05,0.27,0.15,0.07,0.08,0.11,0.15,0.25,0.03,0.09,-0.12,0.08,0.11,0.11,0.06,0.42,0.22,0.04,0.20,-0.02,0.07,0.14,0.09,N/A,0.09,0.05,0.16
0.03,0.03,1,0.01,0.21,0.19,0.12,0.19,0.06,0.12,0.29,0.19,0.06,0.11,-0.01,0.04,0.15,0.06,0.06,0.10,0.05,0.07,0.03,0.06,N/A,0.39,-0.00,0.03,0.15,0.14,0.05,0.04,0.08,0.08,0.04,0.01,0.07,0.14,0.08,0.25,-0.03,0.22,0.11,-0.02,0.09,0.09,0.01,0.05,0.07,0.11,0.19,0.06,0.05,0.01,0.03,N/A,0.18,0.05,0.24
0.02,0.00,0.01,1,0.08,0.04,0.14,0.02,0.01,0.02,0.03,0.12,0.02,0.02,0.05,0.00,0.19,0.01,0.01,0.06,0.01,0.01,0.24,0.00,N/A,0.09,0.02,0.00,0.02,0.21,-0.03,-0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.03,-0.00,0.19,0.02,0.03,0.02,0.00,-0.01,0.00,0.00,-0.01,0.07,0.00,0.02,0.01,0.00,N/A,0.01,-0.00,0.02
0.28,0.26,0.21,0.08,1,0.24,0.20,0.18,0.04,0.12,0.18,0.40,0.08,0.28,0.04,0.10,0.15,0.08,0.36,0.62,0.11,0.23,0.21,0.12,N/A,0.25,0.10,0.10,0.52,0.19,0.07,0.09,0.13,0.41,0.14,0.07,0.09,0.20,0.31,0.38,0.02,0.36,0.05,0.02,0.18,0.38,0.10,0.17,0.27,0.11,0.29,0.11,0.10,0.11,0.16,N/A,0.23,0.12,0.27
0.27,0.13,0.19,0.04,0.24,1,0.21,0.25,0.07,0.20,0.48,0.42,0.16,0.54,-0.05,0.07,0.45,0.18,0.17,0.22,0.08,0.13,0.26,0.09,N/A,0.49,0.29,0.03,0.16,0.13,0.08,0.04,0.26,0.15,0.00,0.02,0.18,0.13,0.11,0.38,-0.00,0.40,0.11,0.08,0.40,0.20,0.09,0.03,0.12,0.14,0.59,0.09,0.07,0.14,0.14,N/A,0.18,0.06,0.24
0.22,0.15,0.12,0.14,0.20,0.21,1,0.14,0.01,0.21,0.11,0.33,-0.00,0.14,-0.02,0.14,0.34,0.03,0.14,0.21,0.07,0.37,0.41,0.04,N/A,0.24,0.09,0.18,0.12,0.56,0.07,0.16,0.22,0.11,0.08,0.21,0.00,0.14,0.07,0.27,0.01,0.38,0.15,0.05,0.11,0.12,0.23,0.18,0.14,0.05,0.34,0.07,0.19,0.06,0.37,N/A,0.14,0.10,0.14
0.07,0.13,0.19,0.02,0.18,0.25,0.14,1,0.04,0.06,0.24,0.13,-0.00,0.23,-0.04,0.06,0.31,0.12,0.15,0.15,0.10,0.15,0.11,0.25,N/A,0.27,0.09,0.05,0.14,0.14,0.10,0.10,0.21,0.12,0.11,0.02,0.11,0.05,0.08,0.25,-0.03,0.25,0.05,0.07,0.08,0.19,0.10,0.07,0.12,0.07,0.23,0.09,0.04,0.09,0.04,N/A,0.30,0.07,0.25
0.04,0.07,0.06,0.01,0.04,0.07,0.01,0.04,1,0.08,0.12,0.04,0.09,0.02,0.11,0.05,0.03,0.13,0.11,0.07,0.05,0.10,-0.03,0.07,N/A,-0.00,0.10,0.14,0.02,-0.02,0.10,-0.03,0.00,0.06,0.15,-0.04,0.08,0.04,0.15,0.16,-0.00,0.07,0.07,0.14,0.12,0.13,-0.10,0.08,0.01,0.04,0.07,0.19,-0.00,0.04,0.02,N/A,0.02,0.06,0.08
0.08,0.09,0.12,0.02,0.12,0.20,0.21,0.06,0.08,1,0.20,0.10,0.12,0.13,0.04,0.02,0.08,0.04,0.14,0.10,0.08,0.04,0.09,0.04,N/A,0.19,0.06,-0.01,0.06,0.13,0.02,0.01,0.03,0.06,0.00,0.04,0.06,0.01,0.07,0.21,-0.00,0.14,0.09,0.09,0.10,0.11,-0.01,0.07,0.07,0.09,0.20,-0.01,0.10,0.01,0.07,N/A,0.17,0.01,0.16
