1,0.41,0.38,0.11,0.23,0.20,0.17,0.04,0.08,0.06,0.72,0.05,0.30
0.41,1,0.34,0.18,0.19,0.20,0.32,0.13,0.14,0.20,0.45,0.18,0.45
0.38,0.34,1,0.13,0.42,0.10,0.42,0.18,0.27,0.16,0.42,0.37,0.33
0.11,0.18,0.13,1,0.09,-0.00,0.14,0.08,0.06,0.05,0.12,0.08,0.12
0.23,0.19,0.42,0.09,1,0.03,0.27,0.17,0.50,0.43,0.24,0.30,0.12
0.20,0.20,0.10,-0.00,0.03,1,0.17,-0.02,0.06,0.07,0.16,0.08,0.19
0.17,0.32,0.42,0.14,0.27,0.17,1,0.38,0.29,0.33,0.21,0.30,0.11
0.04,0.13,0.18,0.08,0.17,-0.02,0.38,1,0.21,0.20,0.07,0.31,0.03
0.08,0.14,0.27,0.06,0.50,0.06,0.29,0.21,1,0.39,0.13,0.26,0.07
0.06,0.20,0.16,0.05,0.43,0.07,0.33,0.20,0.39,1,0.10,0.18,0.01
0.72,0.45,0.42,0.12,0.24,0.16,0.21,0.07,0.13,0.10,1,0.17,0.33
0.05,0.18,0.37,0.08,0.30,0.08,0.30,0.31,0.26,0.18,0.17,1,0.16
0.30,0.45,0.33,0.12,0.12,0.19,0.11,0.03,0.07,0.01,0.33,0.16,1
