1,0.13,0.31,0.63,N/A,0.99,0.07,0.45,N/A,0.97,0.31,0.28,0.70,0.25,N/A,N/A,0.02,0.94,N/A,0.61,0.63,0.11,0.13,0.43,0.91,0.15,0.68,0.23,0.93,N/A,0.06,0.20,0.24,0.97,0.09,N/A,0.10,0.13,0.97,N/A,0.34,0.02,0.09,0.22,0.61,0.25,0.07,0.12,0.99,N/A,0.14,0.07,0.11,0.17,N/A,0.35,0.45,0.75,0.97
0.13,1,0.08,0.14,N/A,0.14,0.01,0.09,N/A,0.14,0.04,-0.00,0.17,0.09,N/A,N/A,0.02,0.15,N/A,0.08,0.13,0.05,0.03,0.13,0.07,-0.01,0.20,0.04,0.17,N/A,0.08,0.08,0.18,0.17,0.01,N/A,-0.01,0.05,0.14,N/A,0.08,0.02,0.06,-0.06,0.12,0.06,0.08,0.03,0.15,N/A,0.02,0.01,0.07,0.10,N/A,0.07,0.07,0.17,0.17
0.31,0.08,1,0.37,N/A,0.31,0.06,0.17,N/A,0.31,0.24,0.11,0.40,0.08,N/A,N/A,0.01,0.36,N/A,0.28,0.37,0.01,0.11,0.24,0.19,0.01,0.35,0.15,0.39,N/A,0.14,0.32,0.07,0.35,0.01,N/A,0.09,0.06,0.31,N/A,0.19,0.01,0.09,0.06,0.20,0.21,0.08,0.00,0.30,N/A,0.11,0.06,0.09,0.15,N/A,0.14,0.15,0.39,0.35
0.63,0.14,0.37,1,N/A,0.63,0.06,0.38,N/A,0.62,0.48,0.30,0.67,0.17,N/A,N/A,0.07,0.71,N/A,0.58,0.67,0.13,0.11,0.66,0.44,0.08,0.62,0.24,0.85,N/A,0.08,0.25,0.30,0.69,-0.00,N/A,0.06,0.07,0.65,N/A,0.34,0.07,0.10,0.13,0.49,0.26,0.10,0.08,0.63,N/A,0.11,0.06,0.11,0.18,N/A,0.38,0.37,0.71,0.68
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.99,0.14,0.31,0.63,N/A,1,0.08,0.48,N/A,0.98,0.31,0.28,0.70,0.25,N/A,N/A,0.03,0.94,N/A,0.63,0.64,0.12,0.16,0.44,0.91,0.15,0.68,0.22,0.92,N/A,0.06,0.20,0.24,0.97,0.12,N/A,0.11,0.16,0.97,N/A,0.37,0.03,0.10,0.15,0.63,0.25,0.07,0.15,0.99,N/A,0.15,0.08,0.13,0.18,N/A,0.36,0.47,0.72,0.97
0.07,0.01,0.06,0.06,N/A,0.08,1,0.06,N/A,0.13,0.06,-0.00,0.08,0.04,N/A,N/A,0.02,0.11,N/A,0.16,0.04,0.01,0.11,0.01,0.05,0.01,0.04,0.03,0.07,N/A,-0.04,-0.01,0.01,0.07,0.09,N/A,0.01,0.01,0.11,N/A,-0.01,0.02,0.81,0.03,0.03,0.48,0.12,0.05,0.06,N/A,0.00,1.00,0.01,0.00,N/A,0.00,0.04,0.08,0.07
0.45,0.09,0.17,0.38,N/A,0.48,0.06,1,N/A,0.46,0.21,0.23,0.40,0.26,N/A,N/A,0.01,0.48,N/A,0.38,0.46,0.11,0.03,0.38,0.39,0.12,0.39,0.12,0.47,N/A,0.14,0.15,0.10,0.46,0.26,N/A,0.22,0.02,0.46,N/A,0.59,0.01,0.11,0.01,0.40,0.02,0.11,-0.01,0.47,N/A,0.03,0.06,0.09,0.07,N/A,0.38,0.37,0.39,0.46
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.97,0.14,0.31,0.62,N/A,0.98,0.13,0.46,N/A,1,0.31,0.27,0.69,0.24,N/A,N/A,0.04,0.93,N/A,0.64,0.63,0.12,0.14,0.43,0.90,0.16,0.66,0.24,0.91,N/A,0.06,0.20,0.23,0.95,0.07,N/A,0.11,0.15,0.96,N/A,0.37,0.04,0.14,0.13,0.62,0.28,0.08,0.15,0.97,N/A,0.15,0.13,0.12,0.18,N/A,0.36,0.47,0.71,0.95
