1,0.28,0.52,0.29,0.13,0.63,0.41,0.36,0.39,0.32,0.24,0.32,0.50,0.58,0.23,0.18,0.15,0.32,0.37,0.36,0.33,0.03,0.22,0.34,N/A,0.32
0.28,1,0.41,0.30,0.19,0.25,0.34,0.27,0.79,0.53,0.73,0.26,0.20,0.23,0.10,0.19,0.44,0.31,0.82,0.38,0.31,0.31,0.22,0.52,N/A,0.45
0.52,0.41,1,0.06,0.08,0.29,0.62,0.32,0.46,0.22,0.27,0.37,0.21,0.23,0.08,0.28,0.31,0.39,0.38,0.36,0.18,0.07,0.08,0.44,N/A,0.27
0.29,0.30,0.06,1,0.36,0.26,0.07,0.10,0.33,0.42,0.36,-0.00,0.38,0.29,0.39,0.09,0.17,0.07,0.40,0.24,0.41,0.11,0.39,0.26,N/A,0.30
0.13,0.19,0.08,0.36,1,0.05,0.07,0.03,0.16,0.18,0.16,-0.01,0.05,0.16,0.39,0.02,0.09,0.06,0.20,0.02,0.08,0.23,0.22,0.11,N/A,0.16
0.63,0.25,0.29,0.26,0.05,1,0.30,0.22,0.39,0.35,0.22,0.30,0.55,0.45,0.10,0.12,0.16,0.18,0.31,0.25,0.33,0.16,0.15,0.26,N/A,0.25
0.41,0.34,0.62,0.07,0.07,0.30,1,0.19,0.42,0.21,0.19,0.26,0.19,0.27,0.10,0.19,0.18,0.33,0.33,0.25,0.17,0.05,0.11,0.24,N/A,0.19
0.36,0.27,0.32,0.10,0.03,0.22,0.19,1,0.28,0.21,0.26,0.29,0.19,0.25,0.11,0.13,0.07,0.18,0.26,0.24,0.07,0.14,0.03,0.29,N/A,0.28
0.39,0.79,0.46,0.33,0.16,0.39,0.42,0.28,1,0.56,0.63,0.35,0.31,0.27,0.14,0.27,0.41,0.37,0.72,0.35,0.37,0.35,0.27,0.55,N/A,0.43
0.32,0.53,0.22,0.42,0.18,0.35,0.21,0.21,0.56,1,0.47,0.25,0.25,0.20,0.05,0.13,0.33,0.24,0.70,0.30,0.39,0.13,0.32,0.40,N/A,0.51
0.24,0.73,0.27,0.36,0.16,0.22,0.19,0.26,0.63,0.47,1,0.16,0.18,0.15,0.09,0.08,0.36,0.14,0.60,0.36,0.26,0.26,0.28,0.42,N/A,0.37
0.32,0.26,0.37,-0.00,-0.01,0.30,0.26,0.29,0.35,0.25,0.16,1,0.18,0.17,0.07,0.32,0.25,0.29,0.28,0.23,0.14,0.04,0.03,0.38,N/A,0.18
0.50,0.20,0.21,0.38,0.05,0.55,0.19,0.19,0.31,0.25,0.18,0.18,1,0.39,0.20,0.12,0.13,0.13,0.25,0.27,0.25,0.04,0.19,0.21,N/A,0.18
0.58,0.23,0.23,0.29,0.16,0.45,0.27,0.25,0.27,0.20,0.15,0.17,0.39,1,0.38,0.14,0.08,0.23,0.25,0.18,0.16,0.07,0.17,0.20,N/A,0.14
0.23,0.10,0.08,0.39,0.39,0.10,0.10,0.11,0.14,0.05,0.09,0.07,0.20,0.38,1,0.02,0.03,0.05,0.11,0.07,0.08,0.05,0.28,0.15,N/A,0.03
0.18,0.19,0.28,0.09,0.02,0.12,0.19,0.13,0.27,0.13,0.08,0.32,0.12,0.14,0.02,1,0.08,0.28,0.19,0.12,0.20,0.03,0.06,0.19,N/A,0.10
0.15,0.44,0.31,0.17,0.09,0.16,0.18,0.07,0.41,0.33,0.36,0.25,0.13,0.08,0.03,0.08,1,0.23,0.44,0.27,0.15,0.09,0.14,0.42,N/A,0.28
0.32,0.31,0.39,0.07,0.06,0.18,0.33,0.18,0.37,0.24,0.14,0.29,0.13,0.23,0.05,0.28,0.23,1,0.29,0.24,0.13,0.07,0.02,0.27,N/A,0.20
0.37,0.82,0.38,0.40,0.20,0.31,0.33,0.26,0.72,0.70,0.60,0.28,0.25,0.25,0.11,0.19,0.44,0.29,1,0.36,0.42,0.20,0.33,0.53,N/A,0.52
0.36,0.38,0.36,0.24,0.02,0.25,0.25,0.24,0.35,0.30,0.36,0.23,0.27,0.18,0.07,0.12,0.27,0.24,0.36,1,0.19,0.08,0.14,0.30,N/A,0.26
0.33,0.31,0.18,0.41,0.08,0.33,0.17,0.07,0.37,0.39,0.26,0.14,0.25,0.16,0.08,0.20,0.15,0.13,0.42,0.19,1,0.11,0.31,0.23,N/A,0.22
0.03,0.31,0.07,0.11,0.23,0.16,0.05,0.14,0.35,0.13,0.26,0.04,0.04,0.07,0.05,0.03,0.09,0.07,0.20,0.08,0.11,1,0.01,0.14,N/A,0.24
0.22,0.22,0.08,0.39,0.22,0.15,0.11,0.03,0.27,0.32,0.28,0.03,0.19,0.17,0.28,0.06,0.14,0.02,0.33,0.14,0.31,0.01,1,0.23,N/A,0.09
0.34,0.52,0.44,0.26,0.11,0.26,0.24,0.29,0.55,0.40,0.42,0.38,0.21,0.20,0.15,0.19,0.42,0.27,0.53,0.30,0.23,0.14,0.23,1,N/A,0.40
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.32,0.45,0.27,0.30,0.16,0.25,0.19,0.28,0.43,0.51,0.37,0.18,0.18,0.14,0.03,0.10,0.28,0.20,0.52,0.26,0.22,0.24,0.09,0.40,N/A,1
