1,0.00,-0.01,N/A,0.21,-0.02,-0.02,0.12,-0.02,0.03,0.39,-0.07,N/A,0.02
0.00,1,0.18,N/A,0.07,0.09,0.03,0.16,0.03,0.04,0.03,-0.03,N/A,0.14
-0.01,0.18,1,N/A,0.27,0.22,0.19,0.20,0.04,0.06,0.09,-0.02,N/A,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.21,0.07,0.27,N/A,1,0.18,0.13,0.21,0.02,0.13,0.43,0.02,N/A,0.44
-0.02,0.09,0.22,N/A,0.18,1,0.26,0.12,0.22,0.28,0.14,0.11,N/A,0.23
-0.02,0.03,0.19,N/A,0.13,0.26,1,0.10,0.11,0.25,0.07,0.06,N/A,0.16
0.12,0.16,0.20,N/A,0.21,0.12,0.10,1,0.24,0.07,0.13,-0.01,N/A,0.23
-0.02,0.03,0.04,N/A,0.02,0.22,0.11,0.24,1,0.29,0.01,0.09,N/A,0.04
0.03,0.04,0.06,N/A,0.13,0.28,0.25,0.07,0.29,1,0.06,0.07,N/A,0.07
0.39,0.03,0.09,N/A,0.43,0.14,0.07,0.13,0.01,0.06,1,0.01,N/A,0.24
-0.07,-0.03,-0.02,N/A,0.02,0.11,0.06,-0.01,0.09,0.07,0.01,1,N/A,0.18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,0.14,0.32,N/A,0.44,0.23,0.16,0.23,0.04,0.07,0.24,0.18,N/A,1
