N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,1,0.04,0.03,0.02,-0.05,0.04,0.13,0.01,0.01,0.00,-0.02,-0.00,0.02,0.13,0.12,0.03,-0.02,0.02,N/A,0.04,-0.00,0.01,-0.03,N/A,-0.01,0.02,N/A,-0.00,-0.00,0.08,-0.00,0.05,0.03
N/A,N/A,N/A,0.04,1,0.27,0.12,0.30,0.22,0.28,0.18,0.24,0.24,0.28,0.16,0.17,0.21,0.51,0.24,0.15,0.66,N/A,0.07,0.50,0.06,0.35,N/A,0.11,0.58,N/A,0.20,0.40,0.25,0.15,0.57,0.78
N/A,N/A,N/A,0.03,0.27,1,0.00,0.07,0.07,0.10,0.00,-0.05,0.01,0.18,0.03,-0.00,0.07,0.21,0.00,0.04,0.10,N/A,-0.02,0.19,0.02,0.16,N/A,-0.00,0.10,N/A,0.06,0.04,0.03,0.01,0.31,0.24
N/A,N/A,N/A,0.02,0.12,0.00,1,0.14,-0.04,0.03,-0.00,0.05,-0.00,0.06,0.06,0.01,-0.02,0.09,0.02,0.05,0.11,N/A,-0.03,0.08,-0.00,0.03,N/A,0.02,0.12,N/A,0.09,0.07,0.05,-0.00,0.13,0.12
N/A,N/A,N/A,-0.05,0.30,0.07,0.14,1,0.07,0.09,0.18,0.13,0.04,0.03,0.03,0.06,0.03,0.18,0.03,0.03,0.14,N/A,0.03,0.17,0.00,0.04,N/A,-0.03,0.40,N/A,0.15,0.07,0.03,0.16,0.13,0.13
N/A,N/A,N/A,0.04,0.22,0.07,-0.04,0.07,1,0.05,0.05,0.21,0.01,-0.01,-0.05,0.02,0.03,0.05,0.10,-0.03,0.09,N/A,0.04,0.08,0.06,-0.01,N/A,-0.08,0.10,N/A,0.11,0.14,0.02,0.05,0.15,0.07
N/A,N/A,N/A,0.13,0.28,0.10,0.03,0.09,0.05,1,0.13,0.07,0.02,0.09,0.02,0.15,0.10,0.30,0.05,0.05,0.18,N/A,0.05,0.18,-0.00,0.16,N/A,0.02,0.27,N/A,0.06,0.02,0.07,0.04,0.27,0.17
N/A,N/A,N/A,0.01,0.18,0.00,-0.00,0.18,0.05,0.13,1,0.01,0.11,0.10,0.04,0.10,-0.06,0.09,0.04,0.06,0.22,N/A,-0.00,0.11,-0.00,0.02,N/A,-0.16,0.20,N/A,-0.01,0.04,0.05,0.06,0.13,0.15
N/A,N/A,N/A,0.01,0.24,-0.05,0.05,0.13,0.21,0.07,0.01,1,0.02,-0.02,-0.01,0.06,0.04,0.12,0.01,0.02,0.12,N/A,0.02,0.11,-0.01,0.07,N/A,-0.03,0.15,N/A,0.11,0.09,0.02,0.03,0.15,0.10
N/A,N/A,N/A,0.00,0.24,0.01,-0.00,0.04,0.01,0.02,0.11,0.02,1,0.05,0.05,-0.00,0.11,0.05,0.14,0.01,0.33,N/A,-0.02,0.13,-0.01,0.13,N/A,0.02,0.15,N/A,0.02,0.35,0.04,0.03,0.07,0.35
N/A,N/A,N/A,-0.02,0.28,0.18,0.06,0.03,-0.01,0.09,0.10,-0.02,0.05,1,-0.01,0.08,0.04,0.13,0.04,0.13,0.09,N/A,0.31,0.26,0.01,0.17,N/A,0.06,0.12,N/A,0.05,0.01,0.00,0.03,0.39,0.16
N/A,N/A,N/A,-0.00,0.16,0.03,0.06,0.03,-0.05,0.02,0.04,-0.01,0.05,-0.01,1,0.02,0.02,0.16,0.07,0.02,0.16,N/A,-0.02,0.12,-0.00,0.08,N/A,0.00,0.09,N/A,0.02,0.18,0.13,0.01,0.09,0.24
N/A,N/A,N/A,0.02,0.17,-0.00,0.01,0.06,0.02,0.15,0.10,0.06,-0.00,0.08,0.02,1,0.06,0.08,0.02,0.01,0.12,N/A,0.05,0.20,-0.00,0.04,N/A,-0.02,0.14,N/A,0.10,-0.00,0.00,0.04,0.12,0.13
N/A,N/A,N/A,0.13,0.21,0.07,-0.02,0.03,0.03,0.10,-0.06,0.04,0.11,0.04,0.02,0.06,1,0.22,0.10,0.02,0.20,N/A,0.08,0.14,-0.00,0.08,N/A,0.09,0.20,N/A,0.00,0.06,0.02,0.04,0.19,0.18
N/A,N/A,N/A,0.12,0.51,0.21,0.09,0.18,0.05,0.30,0.09,0.12,0.05,0.13,0.16,0.08,0.22,1,0.20,0.07,0.45,N/A,0.03,0.38,0.00,0.22,N/A,0.06,0.47,N/A,0.05,0.09,0.21,0.12,0.38,0.35
N/A,N/A,N/A,0.03,0.24,0.00,0.02,0.03,0.10,0.05,0.04,0.01,0.14,0.04,0.07,0.02,0.10,0.20,1,0.00,0.32,N/A,-0.00,0.04,-0.00,0.09,N/A,-0.02,0.17,N/A,0.01,0.15,0.15,0.03,0.05,0.23
N/A,N/A,N/A,-0.02,0.15,0.04,0.05,0.03,-0.03,0.05,0.06,0.02,0.01,0.13,0.02,0.01,0.02,0.07,0.00,1,0.08,N/A,-0.02,0.07,0.01,0.00,N/A,0.01,0.04,N/A,0.06,0.01,0.01,0.01,0.16,0.09
N/A,N/A,N/A,0.02,0.66,0.10,0.11,0.14,0.09,0.18,0.22,0.12,0.33,0.09,0.16,0.12,0.20,0.45,0.32,0.08,1,N/A,-0.01,0.39,0.00,0.34,N/A,0.07,0.47,N/A,0.13,0.38,0.20,0.13,0.41,0.61
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
