1,0.42,0.02,0.32,0.09,0.15,0.06,0.16,0.27,0.16,0.12
0.42,1,0.03,0.25,0.05,0.02,0.05,0.23,0.24,0.05,0.01
0.02,0.03,1,0.10,0.01,0.04,0.08,0.05,0.04,0.07,-0.00
0.32,0.25,0.10,1,0.18,0.12,0.20,0.18,0.15,0.32,-0.01
0.09,0.05,0.01,0.18,1,0.03,0.14,0.17,0.09,0.05,0.00
0.15,0.02,0.04,0.12,0.03,1,0.29,0.08,0.09,0.26,-0.04
0.06,0.05,0.08,0.20,0.14,0.29,1,-0.05,0.12,0.05,-0.01
0.16,0.23,0.05,0.18,0.17,0.08,-0.05,1,0.15,0.29,0.03
0.27,0.24,0.04,0.15,0.09,0.09,0.12,0.15,1,0.06,0.01
0.16,0.05,0.07,0.32,0.05,0.26,0.05,0.29,0.06,1,-0.03
0.12,0.01,-0.00,-0.01,0.00,-0.04,-0.01,0.03,0.01,-0.03,1
