N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.23,-0.07,0.03,0.04,0.13,N/A,0.06,0.10,0.11,-0.01,0.21,0.24,0.17,0.18,0.01,0.07,0.03,0.20,0.18,0.12,N/A,0.20,0.19,N/A,0.12,0.18,0.15,0.07,0.18,0.08,0.17,0.21
N/A,0.23,1,0.24,0.17,0.13,0.70,N/A,0.24,0.25,0.34,0.32,0.33,0.71,0.73,0.82,0.04,0.11,0.10,0.79,0.90,0.78,N/A,0.40,0.82,N/A,0.71,0.78,0.71,0.33,0.88,0.16,0.83,0.25
N/A,-0.07,0.24,1,0.00,0.04,0.16,N/A,0.06,0.05,0.17,0.15,0.04,0.24,0.27,0.28,0.01,0.03,0.03,0.22,0.31,0.38,N/A,0.06,0.27,N/A,0.17,0.22,0.19,0.09,0.30,0.02,0.26,-0.02
N/A,0.03,0.17,0.00,1,0.02,0.08,N/A,0.17,0.26,0.04,0.03,-0.04,0.11,0.36,0.19,-0.03,0.02,0.09,0.12,0.16,0.17,N/A,0.05,0.10,N/A,0.14,0.12,0.07,0.01,0.10,0.10,0.14,-0.04
N/A,0.04,0.13,0.04,0.02,1,0.13,N/A,-0.01,-0.01,0.06,0.08,0.06,0.19,0.06,0.13,0.07,0.06,0.07,0.09,0.17,0.18,N/A,0.04,0.08,N/A,0.09,0.14,0.08,0.12,0.14,0.17,0.12,0.05
N/A,0.13,0.70,0.16,0.08,0.13,1,N/A,0.17,0.18,0.40,0.30,0.24,0.63,0.53,0.68,0.03,0.10,0.10,0.72,0.71,0.60,N/A,0.19,0.68,N/A,0.84,0.87,0.55,0.36,0.73,0.13,0.75,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.06,0.24,0.06,0.17,-0.01,0.17,N/A,1,0.36,0.08,0.11,0.21,0.18,0.39,0.27,0.02,0.06,0.00,0.23,0.29,0.27,N/A,0.03,0.27,N/A,0.21,0.23,0.26,0.24,0.26,0.19,0.28,0.24
N/A,0.10,0.25,0.05,0.26,-0.01,0.18,N/A,0.36,1,0.09,0.13,0.14,0.21,0.30,0.28,0.03,0.13,-0.02,0.26,0.30,0.23,N/A,0.07,0.22,N/A,0.20,0.20,0.25,0.15,0.23,0.06,0.22,0.16
N/A,0.11,0.34,0.17,0.04,0.06,0.40,N/A,0.08,0.09,1,0.31,0.13,0.28,0.28,0.38,0.03,0.11,0.06,0.38,0.33,0.32,N/A,0.06,0.25,N/A,0.41,0.39,0.22,0.19,0.33,0.04,0.32,0.09
