1,0.01,-0.02,0.03,0.05,0.01,0.17,0.14,0.01
0.01,1,0.00,0.23,0.10,0.17,0.37,0.28,0.13
-0.02,0.00,1,0.00,0.02,-0.00,0.02,0.01,0.04
0.03,0.23,0.00,1,0.00,0.10,0.19,0.12,0.23
0.05,0.10,0.02,0.00,1,0.08,0.25,0.11,0.18
0.01,0.17,-0.00,0.10,0.08,1,0.23,0.13,0.21
0.17,0.37,0.02,0.19,0.25,0.23,1,0.55,0.22
0.14,0.28,0.01,0.12,0.11,0.13,0.55,1,0.03
0.01,0.13,0.04,0.23,0.18,0.21,0.22,0.03,1
