N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.09,N/A,N/A,0.15,N/A,0.04,0.12,0.12,N/A,0.06,N/A,N/A,-0.01
N/A,0.09,1,N/A,N/A,0.00,N/A,0.00,0.03,0.10,N/A,0.04,N/A,N/A,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.15,0.00,N/A,N/A,1,N/A,0.04,0.15,0.14,N/A,0.09,N/A,N/A,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,0.00,N/A,N/A,0.04,N/A,1,-0.02,-0.02,N/A,-0.02,N/A,N/A,0.03
N/A,0.12,0.03,N/A,N/A,0.15,N/A,-0.02,1,0.43,N/A,0.02,N/A,N/A,0.04
N/A,0.12,0.10,N/A,N/A,0.14,N/A,-0.02,0.43,1,N/A,0.01,N/A,N/A,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.06,0.04,N/A,N/A,0.09,N/A,-0.02,0.02,0.01,N/A,1,N/A,N/A,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.01,0.07,N/A,N/A,0.00,N/A,0.03,0.04,0.06,N/A,-0.04,N/A,N/A,1
