1,0.14,0.31,0.31,0.34,0.22,0.29
0.14,1,0.09,0.17,0.10,0.23,0.13
0.31,0.09,1,0.48,0.43,0.40,0.38
0.31,0.17,0.48,1,0.55,0.37,0.67
0.34,0.10,0.43,0.55,1,0.38,0.43
0.22,0.23,0.40,0.37,0.38,1,0.23
0.29,0.13,0.38,0.67,0.43,0.23,1
