1,0.04,0.16,0.10,0.19,0.36,0.15,0.37,0.10,-0.01,N/A,0.09
0.04,1,0.14,0.16,0.22,0.06,0.07,0.01,0.26,-0.00,N/A,0.36
0.16,0.14,1,0.13,0.36,0.17,0.23,0.03,0.14,-0.04,N/A,0.16
0.10,0.16,0.13,1,0.17,0.07,0.11,0.07,0.27,0.02,N/A,0.04
0.19,0.22,0.36,0.17,1,0.33,0.25,0.18,0.29,0.08,N/A,0.33
0.36,0.06,0.17,0.07,0.33,1,0.34,0.61,0.14,-0.00,N/A,0.26
0.15,0.07,0.23,0.11,0.25,0.34,1,0.07,0.11,-0.01,N/A,0.21
0.37,0.01,0.03,0.07,0.18,0.61,0.07,1,0.07,0.03,N/A,0.16
0.10,0.26,0.14,0.27,0.29,0.14,0.11,0.07,1,0.02,N/A,0.04
-0.01,-0.00,-0.04,0.02,0.08,-0.00,-0.01,0.03,0.02,1,N/A,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,0.36,0.16,0.04,0.33,0.26,0.21,0.16,0.04,0.03,N/A,1
