1,0.38,0.10,0.04,0.02,N/A,0.26,0.23,0.02,N/A,0.42,0.36,0.06,N/A,0.01,N/A,0.40,N/A,N/A,0.40,0.41,0.09,-0.02,N/A,0.00,0.43,0.09,N/A,0.19,0.08,0.43,N/A,-0.01,0.40,N/A,N/A,0.85,0.44
0.38,1,0.21,0.04,0.04,N/A,0.38,0.26,0.04,N/A,0.47,0.39,0.14,N/A,0.02,N/A,0.41,N/A,N/A,0.46,0.42,0.00,-0.02,N/A,0.05,0.45,0.10,N/A,0.36,0.05,0.41,N/A,0.09,0.41,N/A,N/A,0.47,0.50
0.10,0.21,1,0.19,0.08,N/A,0.01,0.04,0.15,N/A,0.14,0.14,-0.01,N/A,0.01,N/A,0.11,N/A,N/A,0.10,0.12,-0.01,0.02,N/A,0.01,0.12,0.03,N/A,0.12,0.01,0.13,N/A,0.04,0.13,N/A,N/A,0.13,0.16
0.04,0.04,0.19,1,0.03,N/A,0.01,0.03,0.14,N/A,0.15,0.11,0.05,N/A,0.04,N/A,0.13,N/A,N/A,0.13,0.17,0.02,-0.01,N/A,0.04,0.12,0.02,N/A,0.03,0.05,0.21,N/A,0.07,0.20,N/A,N/A,0.10,0.16
0.02,0.04,0.08,0.03,1,N/A,0.04,0.28,-0.00,N/A,0.12,0.18,0.00,N/A,0.01,N/A,0.16,N/A,N/A,0.13,0.18,-0.03,0.02,N/A,-0.10,0.17,0.08,N/A,0.03,0.16,0.11,N/A,0.17,0.18,N/A,N/A,0.13,0.17
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.26,0.38,0.01,0.01,0.04,N/A,1,0.14,0.10,N/A,0.22,0.19,0.18,N/A,0.02,N/A,0.19,N/A,N/A,0.25,0.23,-0.01,0.01,N/A,-0.02,0.24,0.01,N/A,0.23,0.03,0.25,N/A,0.07,0.27,N/A,N/A,0.28,0.26
0.23,0.26,0.04,0.03,0.28,N/A,0.14,1,0.03,N/A,0.34,0.34,0.18,N/A,0.01,N/A,0.47,N/A,N/A,0.31,0.41,0.02,0.09,N/A,0.04,0.43,0.25,N/A,0.04,0.11,0.35,N/A,0.07,0.37,N/A,N/A,0.37,0.42
0.02,0.04,0.15,0.14,-0.00,N/A,0.10,0.03,1,N/A,0.17,0.09,0.02,N/A,0.00,N/A,0.08,N/A,N/A,0.13,0.12,-0.01,0.01,N/A,0.05,0.10,0.07,N/A,0.01,0.04,0.16,N/A,0.01,0.10,N/A,N/A,0.07,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
