1,0.11,0.03,0.00,0.02,0.01,0.10
0.11,1,0.67,0.34,0.32,0.12,0.79
0.03,0.67,1,0.27,0.32,0.14,0.59
0.00,0.34,0.27,1,0.28,0.06,0.28
0.02,0.32,0.32,0.28,1,0.09,0.26
0.01,0.12,0.14,0.06,0.09,1,0.19
0.10,0.79,0.59,0.28,0.26,0.19,1
