1,0.40,0.17,0.37,0.01,0.09
0.40,1,0.42,0.94,0.18,0.20
0.17,0.42,1,0.43,0.32,0.20
0.37,0.94,0.43,1,0.22,0.20
0.01,0.18,0.32,0.22,1,0.08
0.09,0.20,0.20,0.20,0.08,1
