N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.51,0.42,0.24,0.19,0.22,N/A,0.50,0.31,0.31,N/A,N/A,0.45,N/A,0.38,N/A,0.05,0.50,0.31,N/A,0.02,0.13,0.15,0.19,0.51,0.12,0.55,0.31,N/A,0.43,0.12,N/A,0.19,0.40,0.24,0.41,0.13,0.48,0.20,0.37,N/A,0.48,0.13,N/A,0.49,0.15,0.44,N/A,N/A,N/A,0.44,0.32
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.51,N/A,1,0.53,0.33,0.18,0.34,N/A,0.67,0.45,0.39,N/A,N/A,0.88,N/A,0.43,N/A,0.09,0.94,0.59,N/A,0.10,0.12,0.18,0.12,0.88,0.13,0.89,0.32,N/A,0.89,0.15,N/A,0.14,0.56,0.23,0.57,0.08,0.53,0.19,0.56,N/A,0.66,0.13,N/A,0.65,0.11,0.48,N/A,N/A,N/A,0.89,0.40
N/A,0.42,N/A,0.53,1,0.38,0.17,0.43,N/A,0.69,0.48,0.50,N/A,N/A,0.38,N/A,0.47,N/A,0.10,0.47,0.54,N/A,0.11,0.09,0.34,0.16,0.51,0.18,0.69,0.48,N/A,0.32,0.18,N/A,0.21,0.84,0.29,0.63,0.03,0.59,0.25,0.70,N/A,0.67,0.31,N/A,0.69,0.30,0.55,N/A,N/A,N/A,0.33,0.46
N/A,0.24,N/A,0.33,0.38,1,0.02,0.23,N/A,0.43,0.34,0.28,N/A,N/A,0.20,N/A,0.28,N/A,0.02,0.26,0.41,N/A,0.02,0.05,0.20,0.07,0.28,0.12,0.42,0.33,N/A,0.17,0.07,N/A,0.11,0.44,0.13,0.39,0.08,0.42,0.17,0.41,N/A,0.44,0.15,N/A,0.41,0.12,0.27,N/A,N/A,N/A,0.18,0.24
N/A,0.19,N/A,0.18,0.17,0.02,1,0.18,N/A,0.28,0.03,0.11,N/A,N/A,0.15,N/A,0.35,N/A,0.08,0.19,0.13,N/A,0.03,0.04,0.05,0.19,0.23,0.06,0.26,0.09,N/A,0.13,0.01,N/A,0.06,0.21,0.11,0.29,0.11,0.18,0.07,0.22,N/A,0.27,0.05,N/A,0.25,0.01,0.17,N/A,N/A,N/A,0.13,0.21
N/A,0.22,N/A,0.34,0.43,0.23,0.18,1,N/A,0.45,0.30,0.35,N/A,N/A,0.20,N/A,0.40,N/A,0.12,0.27,0.40,N/A,0.03,0.14,0.13,0.20,0.30,0.16,0.43,0.28,N/A,0.18,0.23,N/A,0.20,0.47,0.14,0.77,0.08,0.43,0.07,0.43,N/A,0.44,0.16,N/A,0.46,0.17,0.26,N/A,N/A,N/A,0.18,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.50,N/A,0.67,0.69,0.43,0.28,0.45,N/A,1,0.44,0.51,N/A,N/A,0.45,N/A,0.65,N/A,0.17,0.60,0.69,N/A,0.09,0.19,0.32,0.27,0.63,0.23,0.87,0.48,N/A,0.37,0.23,N/A,0.24,0.77,0.36,0.82,0.10,0.72,0.27,0.86,N/A,0.99,0.22,N/A,0.84,0.22,0.55,N/A,N/A,N/A,0.38,0.48
N/A,0.31,N/A,0.45,0.48,0.34,0.03,0.30,N/A,0.44,1,0.49,N/A,N/A,0.37,N/A,0.30,N/A,0.03,0.41,0.33,N/A,0.03,0.06,0.20,0.09,0.43,0.14,0.52,0.36,N/A,0.35,0.15,N/A,0.09,0.49,0.18,0.38,0.01,0.40,0.15,0.39,N/A,0.44,0.15,N/A,0.48,0.14,0.40,N/A,N/A,N/A,0.35,0.26
N/A,0.31,N/A,0.39,0.50,0.28,0.11,0.35,N/A,0.51,0.49,1,N/A,N/A,0.26,N/A,0.36,N/A,0.01,0.36,0.38,N/A,0.05,0.10,0.23,0.11,0.36,0.13,0.52,0.27,N/A,0.24,0.16,N/A,0.16,0.51,0.15,0.48,0.16,0.47,0.20,0.52,N/A,0.50,0.20,N/A,0.54,0.22,0.49,N/A,N/A,N/A,0.25,0.23
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.45,N/A,0.88,0.38,0.20,0.15,0.20,N/A,0.45,0.37,0.26,N/A,N/A,1,N/A,0.30,N/A,0.01,0.91,0.26,N/A,0.01,0.08,0.06,0.08,0.84,0.02,0.74,0.19,N/A,0.95,0.09,N/A,0.08,0.35,0.18,0.37,0.02,0.32,0.13,0.32,N/A,0.44,0.05,N/A,0.45,0.04,0.44,N/A,N/A,N/A,0.95,0.36
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.38,N/A,0.43,0.47,0.28,0.35,0.40,N/A,0.65,0.30,0.36,N/A,N/A,0.30,N/A,1,N/A,0.13,0.38,0.50,N/A,0.09,0.21,0.23,0.55,0.45,0.27,0.57,0.37,N/A,0.24,0.29,N/A,0.24,0.51,0.31,0.73,0.12,0.57,0.26,0.55,N/A,0.63,0.16,N/A,0.63,0.15,0.39,N/A,N/A,N/A,0.24,0.33
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.05,N/A,0.09,0.10,0.02,0.08,0.12,N/A,0.17,0.03,0.01,N/A,N/A,0.01,N/A,0.13,N/A,1,0.06,0.18,N/A,0.03,0.16,0.04,0.03,0.09,0.28,0.14,0.01,N/A,0.01,0.03,N/A,0.06,0.16,0.07,0.17,0.02,0.16,0.03,0.17,N/A,0.16,0.04,N/A,0.15,0.06,0.09,N/A,N/A,N/A,0.01,0.02
