1,0.35,0.45,0.53,0.12,N/A,0.27,0.56,0.43,0.14,0.51,0.40,0.44,0.80,0.72,0.87,0.77,0.56,0.83,0.23,0.25,0.16,0.43,0.81,0.54,0.84,0.45,0.81,0.64,0.83,0.90,0.27,0.38,N/A,0.50,0.31,0.91,N/A,0.16,N/A,0.37,N/A
0.35,1,0.26,0.16,0.06,N/A,0.07,0.16,0.12,0.06,0.21,0.12,0.11,0.29,0.25,0.29,0.26,0.24,0.35,0.14,0.04,0.04,0.06,0.29,0.17,0.35,0.34,0.28,0.28,0.30,0.35,0.09,0.12,N/A,0.33,0.10,0.36,N/A,0.03,N/A,0.12,N/A
0.45,0.26,1,0.47,0.08,N/A,0.21,0.34,0.17,0.07,0.23,0.27,0.26,0.46,0.44,0.42,0.37,0.30,0.49,0.08,0.08,0.04,0.26,0.42,0.34,0.45,0.28,0.36,0.43,0.37,0.43,0.14,0.23,N/A,0.26,0.16,0.46,N/A,0.10,N/A,0.24,N/A
0.53,0.16,0.47,1,0.02,N/A,0.31,0.49,0.32,0.02,0.33,0.32,0.38,0.58,0.51,0.53,0.48,0.48,0.53,0.07,0.15,0.07,0.31,0.52,0.50,0.55,0.20,0.54,0.46,0.54,0.51,0.19,0.28,N/A,0.29,0.22,0.50,N/A,0.14,N/A,0.28,N/A
0.12,0.06,0.08,0.02,1,N/A,0.00,0.02,0.08,0.08,0.05,0.05,0.04,0.09,0.08,0.12,0.11,0.08,0.11,0.07,0.06,-0.06,0.04,0.10,-0.01,0.13,0.09,0.11,0.17,0.11,0.10,0.03,0.03,N/A,0.06,0.16,0.10,N/A,0.02,N/A,0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.27,0.07,0.21,0.31,0.00,N/A,1,0.18,0.41,0.03,0.24,0.31,0.28,0.44,0.39,0.32,0.27,0.35,0.24,0.08,0.15,0.02,0.26,0.40,0.37,0.29,0.10,0.34,0.26,0.24,0.25,0.11,0.38,N/A,0.21,0.22,0.24,N/A,-0.00,N/A,0.38,N/A
0.56,0.16,0.34,0.49,0.02,N/A,0.18,1,0.24,0.03,0.33,0.40,0.39,0.53,0.49,0.56,0.49,0.33,0.50,0.03,0.18,0.04,0.35,0.54,0.65,0.58,0.17,0.48,0.50,0.50,0.55,0.20,0.23,N/A,0.21,0.20,0.48,N/A,0.20,N/A,0.33,N/A
0.43,0.12,0.17,0.32,0.08,N/A,0.41,0.24,1,0.06,0.45,0.34,0.21,0.57,0.46,0.49,0.44,0.44,0.37,0.29,0.11,0.13,0.34,0.49,0.31,0.42,0.38,0.70,0.37,0.42,0.47,0.10,0.44,N/A,0.36,0.21,0.49,N/A,0.08,N/A,0.20,N/A
0.14,0.06,0.07,0.02,0.08,N/A,0.03,0.03,0.06,1,0.04,0.01,0.02,0.09,0.07,0.09,0.08,0.07,0.11,0.22,0.10,0.13,0.04,0.07,0.04,0.09,0.12,0.09,0.12,0.09,0.15,0.03,0.03,N/A,0.11,0.07,0.16,N/A,0.09,N/A,0.00,N/A
0.51,0.21,0.23,0.33,0.05,N/A,0.24,0.33,0.45,0.04,1,0.39,0.16,0.52,0.52,0.54,0.47,0.40,0.50,0.25,0.24,0.13,0.48,0.57,0.28,0.50,0.40,0.52,0.41,0.45,0.53,0.27,0.44,N/A,0.42,0.24,0.55,N/A,0.07,N/A,0.18,N/A
0.40,0.12,0.27,0.32,0.05,N/A,0.31,0.40,0.34,0.01,0.39,1,0.22,0.46,0.46,0.51,0.31,0.33,0.34,0.05,0.20,0.05,0.35,0.57,0.34,0.49,0.26,0.41,0.44,0.36,0.38,0.17,0.35,N/A,0.20,0.27,0.34,N/A,0.12,N/A,0.31,N/A
