1,0.35,0.52,0.34,0.29,0.64,0.27,0.02
0.35,1,0.17,0.32,0.38,0.27,0.25,0.02
0.52,0.17,1,0.31,0.17,0.30,0.25,0.02
0.34,0.32,0.31,1,0.22,0.26,0.52,0.13
0.29,0.38,0.17,0.22,1,0.24,0.18,0.03
0.64,0.27,0.30,0.26,0.24,1,0.19,0.02
0.27,0.25,0.25,0.52,0.18,0.19,1,0.05
0.02,0.02,0.02,0.13,0.03,0.02,0.05,1
