1,0.35,0.05,0.55,0.47,0.36,0.64,0.64,0.32,0.09,0.08
0.35,1,-0.02,0.26,0.34,0.38,0.26,0.37,0.18,0.11,0.05
0.05,-0.02,1,-0.01,-0.02,0.03,-0.00,0.02,0.15,0.06,0.05
0.55,0.26,-0.01,1,0.33,0.22,0.50,0.42,0.22,0.03,0.02
0.47,0.34,-0.02,0.33,1,0.31,0.38,0.32,0.34,0.06,0.13
0.36,0.38,0.03,0.22,0.31,1,0.18,0.53,0.13,0.04,0.03
0.64,0.26,-0.00,0.50,0.38,0.18,1,0.35,0.29,0.06,0.02
0.64,0.37,0.02,0.42,0.32,0.53,0.35,1,0.20,0.02,0.06
0.32,0.18,0.15,0.22,0.34,0.13,0.29,0.20,1,0.17,0.14
0.09,0.11,0.06,0.03,0.06,0.04,0.06,0.02,0.17,1,0.02
0.08,0.05,0.05,0.02,0.13,0.03,0.02,0.06,0.14,0.02,1
