1,0.04,0.32,0.55,N/A,N/A,0.17,N/A,0.32,0.52,N/A,0.22
0.04,1,-0.00,0.02,N/A,N/A,0.01,N/A,0.04,0.01,N/A,0.09
0.32,-0.00,1,0.23,N/A,N/A,0.23,N/A,0.18,0.28,N/A,0.17
0.55,0.02,0.23,1,N/A,N/A,0.16,N/A,0.19,0.38,N/A,0.28
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.17,0.01,0.23,0.16,N/A,N/A,1,N/A,0.02,0.07,N/A,0.10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.32,0.04,0.18,0.19,N/A,N/A,0.02,N/A,1,0.34,N/A,0.04
0.52,0.01,0.28,0.38,N/A,N/A,0.07,N/A,0.34,1,N/A,0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.22,0.09,0.17,0.28,N/A,N/A,0.10,N/A,0.04,0.15,N/A,1
