1,N/A,0.08,0.01,0.03,-0.01,0.03,-0.01,0.03,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,N/A,1,0.09,0.14,0.01,0.02,0.24,0.47,N/A,-0.01
0.01,N/A,0.09,1,0.16,0.00,0.02,0.09,0.12,N/A,-0.10
0.03,N/A,0.14,0.16,1,0.05,0.17,0.17,0.11,N/A,0.31
-0.01,N/A,0.01,0.00,0.05,1,-0.05,-0.02,-0.00,N/A,0.04
0.03,N/A,0.02,0.02,0.17,-0.05,1,0.14,0.08,N/A,0.09
-0.01,N/A,0.24,0.09,0.17,-0.02,0.14,1,0.16,N/A,0.01
0.03,N/A,0.47,0.12,0.11,-0.00,0.08,0.16,1,N/A,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,N/A,-0.01,-0.10,0.31,0.04,0.09,0.01,0.03,N/A,1
