1,0.02,0.22,0.01,0.23,-0.02,0.05,0.06,0.13,0.18,-0.02,0.18,0.03
0.02,1,0.19,0.14,0.15,0.07,0.20,0.20,0.06,0.20,0.22,0.21,-0.00
0.22,0.19,1,0.30,0.60,0.07,0.62,0.19,0.35,0.25,0.35,0.89,0.27
0.01,0.14,0.30,1,0.29,0.04,0.53,0.07,0.19,0.16,0.70,0.30,0.01
0.23,0.15,0.60,0.29,1,0.04,0.53,0.14,0.30,0.28,0.27,0.57,0.17
-0.02,0.07,0.07,0.04,0.04,1,0.04,0.01,0.04,0.03,0.12,0.06,-0.02
0.05,0.20,0.62,0.53,0.53,0.04,1,0.29,0.32,0.31,0.53,0.67,0.16
0.06,0.20,0.19,0.07,0.14,0.01,0.29,1,0.04,0.33,0.11,0.24,-0.01
0.13,0.06,0.35,0.19,0.30,0.04,0.32,0.04,1,0.16,0.16,0.38,0.12
0.18,0.20,0.25,0.16,0.28,0.03,0.31,0.33,0.16,1,0.19,0.30,0.09
-0.02,0.22,0.35,0.70,0.27,0.12,0.53,0.11,0.16,0.19,1,0.36,0.09
0.18,0.21,0.89,0.30,0.57,0.06,0.67,0.24,0.38,0.30,0.36,1,0.31
0.03,-0.00,0.27,0.01,0.17,-0.02,0.16,-0.01,0.12,0.09,0.09,0.31,1
