1,N/A,0.06,0.36,-0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A
0.06,N/A,1,0.11,-0.06,N/A
0.36,N/A,0.11,1,-0.02,N/A
-0.04,N/A,-0.06,-0.02,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A
