1,0.45,0.50,0.32,0.23,0.34,0.16,0.06,0.42,0.51,0.15
0.45,1,0.60,0.50,0.40,0.30,0.20,0.03,0.70,0.74,0.51
0.50,0.60,1,0.47,0.31,0.35,0.22,0.06,0.60,0.63,0.22
0.32,0.50,0.47,1,0.39,0.25,0.28,0.09,0.54,0.55,0.31
0.23,0.40,0.31,0.39,1,0.20,0.14,0.02,0.31,0.37,0.23
0.34,0.30,0.35,0.25,0.20,1,0.06,0.10,0.35,0.34,0.16
0.16,0.20,0.22,0.28,0.14,0.06,1,-0.00,0.20,0.20,0.06
0.06,0.03,0.06,0.09,0.02,0.10,-0.00,1,0.06,0.11,0.04
0.42,0.70,0.60,0.54,0.31,0.35,0.20,0.06,1,0.78,0.60
0.51,0.74,0.63,0.55,0.37,0.34,0.20,0.11,0.78,1,0.47
0.15,0.51,0.22,0.31,0.23,0.16,0.06,0.04,0.60,0.47,1
