1,0.06,N/A,0.14,-0.00,N/A
0.06,1,N/A,0.13,0.09,N/A
N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.13,N/A,1,0.16,N/A
-0.00,0.09,N/A,0.16,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A
