1,N/A,0.07,0.05,0.02,0.02,N/A,0.01,0.08,N/A,-0.05,-0.05,0.19,-0.00,0.08,-0.03,N/A,0.03,0.02,-0.04,0.03,0.02,0.08,0.05,N/A,0.19,0.00,N/A,0.03,0.00,-0.02,0.03,N/A,0.06,-0.00,0.07,0.05,0.06,0.03,0.04,N/A,0.05,N/A,-0.00,0.04,-0.07,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,N/A,1,0.04,-0.00,-0.02,N/A,0.02,-0.03,N/A,0.02,0.04,0.10,0.06,-0.03,0.04,N/A,-0.02,-0.01,0.04,0.09,0.09,0.05,0.01,N/A,0.23,0.04,N/A,0.07,0.00,-0.06,0.08,N/A,-0.05,0.14,0.06,0.04,0.17,0.07,0.03,N/A,0.13,N/A,0.10,0.03,-0.04,0.01
0.05,N/A,0.04,1,-0.03,0.01,N/A,0.06,-0.02,N/A,0.07,-0.01,0.12,0.08,0.05,0.01,N/A,0.07,0.06,-0.02,0.01,0.05,0.30,0.12,N/A,0.36,0.10,N/A,0.06,-0.01,0.20,0.05,N/A,-0.02,0.05,0.10,0.21,0.15,0.14,0.99,N/A,0.02,N/A,0.02,0.32,0.14,-0.00
0.02,N/A,-0.00,-0.03,1,-0.05,N/A,0.25,0.01,N/A,-0.06,0.00,0.02,0.00,0.00,0.02,N/A,0.01,-0.05,0.08,0.24,-0.01,-0.04,-0.01,N/A,0.07,0.00,N/A,-0.02,-0.03,-0.03,0.08,N/A,0.03,0.02,0.01,0.04,0.05,0.04,-0.03,N/A,-0.07,N/A,0.04,-0.02,0.04,-0.01
0.02,N/A,-0.02,0.01,-0.05,1,N/A,0.01,-0.02,N/A,-0.03,-0.06,0.04,0.02,0.08,0.01,N/A,0.02,-0.04,-0.00,-0.03,0.07,0.03,-0.01,N/A,0.07,-0.06,N/A,0.06,-0.02,-0.05,-0.05,N/A,0.04,0.07,0.12,0.04,0.02,0.02,0.00,N/A,-0.05,N/A,0.06,-0.03,-0.03,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,0.02,0.06,0.25,0.01,N/A,1,0.07,N/A,-0.00,0.04,-0.01,0.05,0.02,0.01,N/A,-0.02,0.11,-0.02,0.11,0.01,0.00,0.03,N/A,0.13,0.01,N/A,0.05,0.13,0.10,0.08,N/A,-0.00,0.01,0.04,0.07,0.07,0.03,0.06,N/A,-0.07,N/A,0.09,0.06,0.12,-0.00
0.08,N/A,-0.03,-0.02,0.01,-0.02,N/A,0.07,1,N/A,0.03,0.09,0.03,-0.01,0.05,0.04,N/A,-0.01,0.07,0.03,-0.00,-0.03,-0.02,-0.04,N/A,0.06,0.01,N/A,0.07,0.46,0.13,0.02,N/A,0.66,0.04,0.08,-0.03,0.07,-0.01,-0.02,N/A,0.02,N/A,0.03,0.09,-0.01,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.05,N/A,0.02,0.07,-0.06,-0.03,N/A,-0.00,0.03,N/A,1,0.02,0.00,0.04,-0.00,0.09,N/A,0.03,0.43,0.10,0.02,-0.04,0.03,0.09,N/A,0.08,0.73,N/A,0.14,-0.00,0.09,0.05,N/A,0.06,-0.05,0.01,0.08,-0.02,0.08,0.07,N/A,0.00,N/A,0.05,0.02,-0.03,-0.01
-0.05,N/A,0.04,-0.01,0.00,-0.06,N/A,0.04,0.09,N/A,0.02,1,0.10,-0.05,0.03,-0.04,N/A,-0.02,0.04,-0.07,0.08,-0.06,-0.02,-0.01,N/A,0.05,0.06,N/A,0.12,0.09,0.04,0.03,N/A,0.01,0.04,0.02,-0.03,0.00,0.10,0.00,N/A,-0.01,N/A,0.13,0.04,0.06,-0.03
0.19,N/A,0.10,0.12,0.02,0.04,N/A,-0.01,0.03,N/A,0.00,0.10,1,-0.01,0.05,0.03,N/A,-0.03,0.04,0.01,0.06,0.08,0.04,0.11,N/A,0.28,0.05,N/A,0.05,-0.04,0.09,0.07,N/A,0.03,0.02,0.03,0.17,0.09,0.16,0.12,N/A,0.00,N/A,0.07,0.05,-0.01,-0.01
-0.00,N/A,0.06,0.08,0.00,0.02,N/A,0.05,-0.01,N/A,0.04,-0.05,-0.01,1,0.04,0.07,N/A,0.02,0.05,0.05,0.03,0.00,0.27,0.00,N/A,0.17,0.02,N/A,0.09,0.01,0.04,0.09,N/A,0.00,0.04,0.07,0.07,0.19,0.08,0.08,N/A,0.06,N/A,0.06,0.07,0.03,0.41
0.08,N/A,-0.03,0.05,0.00,0.08,N/A,0.02,0.05,N/A,-0.00,0.03,0.05,0.04,1,0.01,N/A,-0.01,0.00,0.00,0.07,0.02,0.02,-0.02,N/A,0.24,-0.01,N/A,0.01,0.16,0.12,0.03,N/A,-0.01,0.10,0.08,0.13,0.14,0.08,0.04,N/A,-0.01,N/A,-0.00,0.18,-0.04,-0.01
