1,N/A,N/A,0.02,0.11,N/A,0.21,0.21,0.11,0.03,0.01,0.02,0.11,0.02,0.25,N/A,0.32,0.06,0.01,N/A,0.28,0.26,0.15,0.13,0.09,0.09,N/A,0.35,0.03,0.28,N/A,0.07,N/A,N/A,0.06,0.16,0.03,0.03,0.10,0.19,0.02,0.12,0.19,-0.10,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.02,N/A,N/A,1,0.07,N/A,0.29,0.18,0.11,0.13,0.20,0.08,0.03,0.00,0.04,N/A,0.30,0.05,0.07,N/A,0.29,0.28,0.00,0.06,0.08,0.11,N/A,0.22,0.10,0.20,N/A,0.08,N/A,N/A,0.07,0.26,0.03,0.01,0.02,0.12,0.03,0.10,-0.01,0.13,-0.04
0.11,N/A,N/A,0.07,1,N/A,0.26,0.20,0.11,0.08,0.20,0.09,0.18,0.10,0.08,N/A,0.23,0.18,0.09,N/A,0.26,0.27,-0.00,0.04,0.17,0.11,N/A,0.29,0.05,0.24,N/A,0.12,N/A,N/A,0.07,0.18,-0.01,0.11,0.07,0.10,0.05,0.06,-0.01,0.02,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.21,N/A,N/A,0.29,0.26,N/A,1,0.35,0.15,0.22,0.32,0.25,0.25,0.11,0.14,N/A,0.61,0.17,0.03,N/A,0.62,0.65,0.09,0.16,0.28,0.26,N/A,0.67,0.08,0.49,N/A,0.17,N/A,N/A,0.04,0.36,0.04,0.06,0.19,0.32,0.13,0.24,0.04,0.10,0.08
0.21,N/A,N/A,0.18,0.20,N/A,0.35,1,0.07,0.09,0.16,0.09,0.24,0.03,0.09,N/A,0.41,0.12,0.05,N/A,0.31,0.32,0.02,0.09,0.09,0.10,N/A,0.46,0.02,0.32,N/A,0.17,N/A,N/A,0.03,0.20,0.04,0.16,0.10,0.19,0.04,0.13,0.02,0.01,0.12
0.11,N/A,N/A,0.11,0.11,N/A,0.15,0.07,1,0.18,0.00,0.28,0.03,0.10,0.03,N/A,0.12,0.08,0.02,N/A,0.12,0.11,0.09,0.25,0.04,0.15,N/A,0.13,0.16,0.01,N/A,0.05,N/A,N/A,0.02,0.08,-0.02,0.00,0.05,0.03,0.01,0.00,0.01,-0.11,0.08
0.03,N/A,N/A,0.13,0.08,N/A,0.22,0.09,0.18,1,0.13,0.09,0.17,0.01,0.03,N/A,0.26,0.12,-0.01,N/A,0.24,0.28,0.08,0.09,-0.00,0.16,N/A,0.25,0.02,0.24,N/A,0.05,N/A,N/A,0.04,0.17,-0.05,-0.01,0.07,0.02,0.03,0.09,-0.02,0.05,0.00
0.01,N/A,N/A,0.20,0.20,N/A,0.32,0.16,0.00,0.13,1,0.11,0.08,0.04,0.12,N/A,0.25,0.11,-0.01,N/A,0.37,0.24,0.05,0.04,0.12,0.16,N/A,0.28,0.01,0.29,N/A,0.07,N/A,N/A,0.04,0.34,0.17,0.09,0.11,0.19,-0.02,0.10,-0.02,0.09,0.06
0.02,N/A,N/A,0.08,0.09,N/A,0.25,0.09,0.28,0.09,0.11,1,0.09,0.26,0.10,N/A,0.21,0.29,0.04,N/A,0.24,0.26,0.11,0.12,0.11,0.10,N/A,0.23,0.08,0.15,N/A,0.02,N/A,N/A,0.11,0.13,0.02,0.04,0.08,0.18,0.12,0.04,-0.01,0.06,-0.05
0.11,N/A,N/A,0.03,0.18,N/A,0.25,0.24,0.03,0.17,0.08,0.09,1,0.07,-0.04,N/A,0.24,0.13,-0.04,N/A,0.19,0.27,0.03,0.12,0.16,-0.00,N/A,0.24,0.05,0.21,N/A,0.07,N/A,N/A,0.03,0.08,0.01,0.01,0.04,0.09,0.06,0.11,0.02,0.08,0.00
0.02,N/A,N/A,0.00,0.10,N/A,0.11,0.03,0.10,0.01,0.04,0.26,0.07,1,0.14,N/A,0.08,0.14,0.09,N/A,0.14,0.15,0.04,0.01,0.08,0.02,N/A,0.15,-0.00,0.20,N/A,0.02,N/A,N/A,0.05,0.09,-0.05,0.10,0.03,0.07,0.08,0.08,-0.05,0.09,0.14
0.25,N/A,N/A,0.04,0.08,N/A,0.14,0.09,0.03,0.03,0.12,0.10,-0.04,0.14,1,N/A,0.17,0.04,0.02,N/A,0.23,0.17,0.01,-0.02,0.12,0.18,N/A,0.23,-0.00,0.24,N/A,0.10,N/A,N/A,0.16,0.13,0.00,-0.00,0.06,0.08,-0.01,0.13,0.06,-0.05,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
