N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.37,0.04,0.12,0.09,0.21,0.05,0.17,0.73,0.70,N/A,0.13,0.03,N/A,0.02,0.03,0.14,0.17,0.16,0.74,0.37,0.01,N/A,N/A,0.76,0.22,0.67,0.01,0.10,0.93,N/A,N/A,1,0.07,0.01,-0.04,0.09,0.19,0.20,0.72,0.12,0.67,0.58,0.14,0.57,0.67,N/A,0.11,0.69,0.19,N/A,0.72,0.73,N/A,0.64,0.14,0.32,0.74,0.73,0.17,0.73,N/A,0.10,0.10,0.76,0.78,0.10,0.13,N/A,0.76,0.73,0.18
0.23,0.05,0.28,0.06,0.36,0.31,0.10,0.11,0.10,N/A,0.12,0.02,N/A,0.39,0.13,0.14,0.33,0.12,0.11,0.25,0.06,N/A,N/A,0.08,0.19,0.11,0.13,0.12,0.08,N/A,N/A,0.07,1,0.02,0.06,0.07,0.12,0.09,0.09,0.20,0.10,0.15,0.12,0.14,0.10,N/A,0.10,0.12,0.12,N/A,0.07,0.09,N/A,0.11,0.13,0.24,0.04,0.06,0.09,0.09,N/A,0.14,0.09,0.18,0.08,0.02,0.14,N/A,0.06,0.12,0.03
0.07,0.01,0.05,-0.02,0.08,0.01,0.10,-0.01,-0.02,N/A,0.03,-0.03,N/A,0.03,0.09,-0.04,0.03,0.08,0.00,0.13,0.03,N/A,N/A,-0.03,0.13,-0.03,-0.00,-0.02,0.00,N/A,N/A,0.01,0.02,1,0.04,0.01,0.12,-0.00,-0.03,0.06,-0.01,-0.02,0.09,-0.02,-0.04,N/A,0.10,-0.02,0.17,N/A,0.01,-0.04,N/A,-0.04,0.06,0.14,-0.03,-0.01,0.03,-0.04,N/A,0.12,0.03,0.04,-0.03,0.16,0.06,N/A,-0.02,-0.02,0.01
0.10,0.03,0.02,-0.04,0.06,0.05,-0.02,-0.02,-0.04,N/A,0.03,0.02,N/A,0.02,0.06,-0.04,0.01,0.03,-0.04,0.12,0.07,N/A,N/A,-0.06,0.17,-0.04,-0.01,0.03,-0.04,N/A,N/A,-0.04,0.06,0.04,1,-0.04,0.11,0.07,-0.06,-0.01,-0.02,0.01,0.07,0.01,-0.04,N/A,-0.01,-0.05,0.05,N/A,-0.06,-0.05,N/A,-0.02,0.09,0.14,-0.05,-0.05,0.04,-0.05,N/A,0.03,-0.03,0.03,-0.05,0.03,0.07,N/A,-0.05,-0.04,-0.05
0.19,0.06,0.12,0.05,0.15,0.08,0.08,0.11,0.10,N/A,0.03,0.01,N/A,0.00,0.07,0.04,-0.03,0.07,0.07,0.24,0.08,N/A,N/A,0.08,0.18,0.11,0.05,0.11,0.09,N/A,N/A,0.09,0.07,0.01,-0.04,1,0.04,0.20,0.10,0.08,0.12,0.12,0.07,0.11,0.10,N/A,0.36,0.16,0.20,N/A,0.08,0.12,N/A,0.12,0.04,0.21,0.12,0.10,-0.01,0.12,N/A,0.04,0.29,0.17,0.08,0.08,0.05,N/A,0.09,0.15,0.18
0.20,0.33,0.05,-0.01,0.10,0.06,0.24,0.12,0.20,N/A,0.12,-0.01,N/A,0.16,0.09,-0.04,0.12,0.17,0.14,0.13,0.02,N/A,N/A,0.18,0.01,0.16,0.00,-0.02,0.14,N/A,N/A,0.19,0.12,0.12,0.11,0.04,1,0.02,0.15,0.05,0.15,0.15,0.19,0.13,0.13,N/A,0.07,0.18,0.12,N/A,0.25,0.16,N/A,0.15,0.59,0.12,0.18,0.16,0.04,0.16,N/A,0.09,0.06,0.16,0.13,0.06,0.53,N/A,0.19,0.14,-0.03
0.36,0.01,0.22,0.08,0.27,0.08,0.12,0.23,0.20,N/A,-0.05,-0.02,N/A,0.03,0.05,0.17,0.04,0.15,0.23,0.41,0.07,N/A,N/A,0.24,0.29,0.18,0.01,0.11,0.18,N/A,N/A,0.20,0.09,-0.00,0.07,0.20,0.02,1,0.20,0.11,0.24,0.18,0.08,0.19,0.21,N/A,0.10,0.28,0.36,N/A,0.23,0.21,N/A,0.24,-0.03,0.40,0.22,0.24,0.06,0.21,N/A,0.11,0.08,0.33,0.20,0.14,-0.02,N/A,0.24,0.25,0.05
0.36,0.09,0.09,0.08,0.17,0.04,0.14,0.73,0.82,N/A,0.11,0.13,N/A,0.01,0.04,0.08,0.15,0.08,0.78,0.35,0.06,N/A,N/A,0.89,0.20,0.91,0.01,0.15,0.69,N/A,N/A,0.72,0.09,-0.03,-0.06,0.10,0.15,0.20,1,0.13,0.71,0.71,0.09,0.69,0.79,N/A,0.15,0.76,0.23,N/A,0.78,0.83,N/A,0.76,0.00,0.29,0.85,0.86,0.07,0.83,N/A,0.13,0.05,0.77,0.82,0.04,-0.01,N/A,0.88,0.76,0.13
0.20,0.02,0.15,0.04,0.21,0.08,0.10,0.12,0.09,N/A,0.04,0.02,N/A,0.10,0.01,0.17,0.12,0.10,0.13,0.28,0.05,N/A,N/A,0.13,0.18,0.10,0.07,0.10,0.10,N/A,N/A,0.12,0.20,0.06,-0.01,0.08,0.05,0.11,0.13,1,0.13,0.11,0.04,0.13,0.10,N/A,0.04,0.19,0.12,N/A,0.11,0.12,N/A,0.11,0.08,0.35,0.12,0.11,0.12,0.12,N/A,-0.01,0.03,0.21,0.10,0.01,0.12,N/A,0.14,0.16,0.04
