1,0.06,0.11,N/A,N/A,N/A,0.10,-0.01,N/A,0.04,0.09,-0.02,0.11,0.12,0.10,0.15,N/A,N/A,0.05,0.15,0.06,-0.01,-0.01,N/A,0.09,N/A,0.03,0.25,N/A,N/A,-0.09,0.13,-0.01,N/A,0.01,0.01,N/A,0.08,0.18,N/A,0.09,N/A,N/A,0.13,0.16,0.08,N/A,N/A,0.08,N/A,0.07,N/A,0.01,0.03
0.06,1,0.11,N/A,N/A,N/A,0.16,0.05,N/A,0.07,0.10,0.01,0.11,0.07,0.05,0.17,N/A,N/A,0.01,0.11,0.12,0.03,-0.01,N/A,0.12,N/A,0.03,0.33,N/A,N/A,-0.02,0.17,0.04,N/A,-0.06,-0.02,N/A,-0.04,0.14,N/A,0.16,N/A,N/A,0.21,0.23,0.08,N/A,N/A,0.23,N/A,0.11,N/A,0.01,0.02
0.11,0.11,1,N/A,N/A,N/A,0.04,-0.01,N/A,0.15,0.13,0.11,0.07,0.10,0.23,0.11,N/A,N/A,0.01,0.23,0.14,0.04,0.01,N/A,0.13,N/A,0.01,0.36,N/A,N/A,0.02,0.19,-0.01,N/A,-0.05,0.02,N/A,0.10,0.14,N/A,0.06,N/A,N/A,0.30,0.31,0.04,N/A,N/A,0.10,N/A,0.10,N/A,0.05,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.16,0.04,N/A,N/A,N/A,1,-0.03,N/A,0.13,-0.02,-0.01,0.06,0.13,0.15,0.12,N/A,N/A,0.01,0.10,0.12,0.10,0.03,N/A,0.07,N/A,0.03,0.34,N/A,N/A,-0.00,0.18,-0.01,N/A,0.04,0.04,N/A,0.03,0.16,N/A,0.86,N/A,N/A,0.15,0.24,0.22,N/A,N/A,0.04,N/A,0.07,N/A,0.25,0.04
-0.01,0.05,-0.01,N/A,N/A,N/A,-0.03,1,N/A,-0.03,0.04,0.06,0.04,0.04,0.08,0.10,N/A,N/A,-0.04,0.10,-0.02,-0.02,-0.02,N/A,0.00,N/A,-0.00,0.05,N/A,N/A,0.04,0.08,0.01,N/A,-0.02,0.07,N/A,-0.03,0.06,N/A,-0.02,N/A,N/A,0.03,0.09,0.09,N/A,N/A,-0.03,N/A,0.10,N/A,0.03,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,0.07,0.15,N/A,N/A,N/A,0.13,-0.03,N/A,1,0.01,0.01,0.02,0.32,0.01,0.10,N/A,N/A,0.05,0.20,0.21,-0.06,0.07,N/A,0.09,N/A,0.08,0.27,N/A,N/A,0.05,0.06,-0.01,N/A,0.01,-0.01,N/A,-0.05,0.18,N/A,0.14,N/A,N/A,0.13,0.20,0.04,N/A,N/A,0.04,N/A,0.09,N/A,0.01,-0.03
