1,0.09,N/A,0.10,0.10,0.01,0.09,-0.03
0.09,1,N/A,0.14,0.14,0.16,0.30,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,0.14,N/A,1,1.00,0.07,0.21,0.02
0.10,0.14,N/A,1.00,1,0.07,0.21,0.02
0.01,0.16,N/A,0.07,0.07,1,0.75,0.01
0.09,0.30,N/A,0.21,0.21,0.75,1,0.05
-0.03,0.01,N/A,0.02,0.02,0.01,0.05,1
