1,0.34,N/A,N/A,0.11,N/A,0.24,0.08,0.38,0.26,0.46,0.55,0.06,0.95,0.47,0.51,N/A,0.13,0.49,0.97,0.36,0.58,N/A,0.36,N/A,0.53,0.02,0.47,0.57,-0.01,N/A,0.22
0.34,1,N/A,N/A,0.08,N/A,0.50,0.16,0.24,0.25,0.67,0.56,0.12,0.52,0.62,0.29,N/A,0.22,0.74,0.45,0.69,0.32,N/A,0.65,N/A,0.57,0.04,0.67,0.66,0.04,N/A,0.16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,0.08,N/A,N/A,1,N/A,0.03,0.08,-0.02,0.03,0.11,0.07,0.08,0.13,0.14,0.04,N/A,-0.01,0.15,0.12,0.12,0.04,N/A,0.09,N/A,0.12,0.00,0.10,0.12,-0.01,N/A,0.07
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.24,0.50,N/A,N/A,0.03,N/A,1,0.20,0.15,0.21,0.46,0.57,0.12,0.36,0.48,0.22,N/A,0.21,0.52,0.31,0.46,0.24,N/A,0.43,N/A,0.43,0.08,0.51,0.49,-0.02,N/A,0.16
0.08,0.16,N/A,N/A,0.08,N/A,0.20,1,0.03,0.04,0.15,0.16,0.07,0.13,0.19,0.04,N/A,0.10,0.19,0.11,0.13,0.04,N/A,0.18,N/A,0.14,-0.01,0.17,0.16,-0.03,N/A,-0.05
0.38,0.24,N/A,N/A,-0.02,N/A,0.15,0.03,1,0.20,0.35,0.33,0.00,0.40,0.29,0.31,N/A,0.13,0.32,0.40,0.27,0.35,N/A,0.28,N/A,0.33,-0.01,0.31,0.36,0.03,N/A,0.06
0.26,0.25,N/A,N/A,0.03,N/A,0.21,0.04,0.20,1,0.31,0.38,0.05,0.31,0.31,0.34,N/A,0.07,0.33,0.29,0.27,0.39,N/A,0.25,N/A,0.35,-0.00,0.29,0.38,-0.01,N/A,0.22
0.46,0.67,N/A,N/A,0.11,N/A,0.46,0.15,0.35,0.31,1,0.74,0.15,0.64,0.71,0.51,N/A,0.27,0.83,0.56,0.71,0.57,N/A,0.85,N/A,0.74,0.03,0.75,0.82,0.01,N/A,0.29
0.55,0.56,N/A,N/A,0.07,N/A,0.57,0.16,0.33,0.38,0.74,1,0.21,0.67,0.73,0.69,N/A,0.25,0.80,0.62,0.61,0.76,N/A,0.61,N/A,0.81,0.06,0.75,0.89,0.01,N/A,0.16
0.06,0.12,N/A,N/A,0.08,N/A,0.12,0.07,0.00,0.05,0.15,0.21,1,0.09,0.16,0.38,N/A,0.01,0.18,0.09,0.13,0.15,N/A,0.13,N/A,0.18,0.08,0.20,0.21,0.02,N/A,0.06
0.95,0.52,N/A,N/A,0.13,N/A,0.36,0.13,0.40,0.31,0.64,0.67,0.09,1,0.66,0.51,N/A,0.17,0.70,0.98,0.57,0.58,N/A,0.56,N/A,0.67,0.04,0.67,0.74,-0.01,N/A,0.26
0.47,0.62,N/A,N/A,0.14,N/A,0.48,0.19,0.29,0.31,0.71,0.73,0.16,0.66,1,0.53,N/A,0.21,0.80,0.59,0.65,0.59,N/A,0.62,N/A,0.80,0.05,0.80,0.82,0.00,N/A,0.20
0.51,0.29,N/A,N/A,0.04,N/A,0.22,0.04,0.31,0.34,0.51,0.69,0.38,0.51,0.53,1,N/A,0.19,0.50,0.53,0.31,0.88,N/A,0.32,N/A,0.70,0.02,0.50,0.66,0.02,N/A,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.22,N/A,N/A,-0.01,N/A,0.21,0.10,0.13,0.07,0.27,0.25,0.01,0.17,0.21,0.19,N/A,1,0.27,0.16,0.22,0.22,N/A,0.25,N/A,0.25,-0.01,0.21,0.26,-0.00,N/A,-0.03
0.49,0.74,N/A,N/A,0.15,N/A,0.52,0.19,0.32,0.33,0.83,0.80,0.18,0.70,0.80,0.50,N/A,0.27,1,0.62,0.85,0.53,N/A,0.78,N/A,0.78,0.05,0.85,0.89,0.06,N/A,0.23
0.97,0.45,N/A,N/A,0.12,N/A,0.31,0.11,0.40,0.29,0.56,0.62,0.09,0.98,0.59,0.53,N/A,0.16,0.62,1,0.49,0.59,N/A,0.48,N/A,0.63,0.03,0.61,0.68,-0.01,N/A,0.25
0.36,0.69,N/A,N/A,0.12,N/A,0.46,0.13,0.27,0.27,0.71,0.61,0.13,0.57,0.65,0.31,N/A,0.22,0.85,0.49,1,0.30,N/A,0.75,N/A,0.59,0.07,0.73,0.72,-0.01,N/A,0.23
0.58,0.32,N/A,N/A,0.04,N/A,0.24,0.04,0.35,0.39,0.57,0.76,0.15,0.58,0.59,0.88,N/A,0.22,0.53,0.59,0.30,1,N/A,0.34,N/A,0.77,0.01,0.54,0.74,0.02,N/A,0.13
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.36,0.65,N/A,N/A,0.09,N/A,0.43,0.18,0.28,0.25,0.85,0.61,0.13,0.56,0.62,0.32,N/A,0.25,0.78,0.48,0.75,0.34,N/A,1,N/A,0.59,0.05,0.70,0.71,0.02,N/A,0.25
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.53,0.57,N/A,N/A,0.12,N/A,0.43,0.14,0.33,0.35,0.74,0.81,0.18,0.67,0.80,0.70,N/A,0.25,0.78,0.63,0.59,0.77,N/A,0.59,N/A,1,0.04,0.80,0.86,0.03,N/A,0.24
0.02,0.04,N/A,N/A,0.00,N/A,0.08,-0.01,-0.01,-0.00,0.03,0.06,0.08,0.04,0.05,0.02,N/A,-0.01,0.05,0.03,0.07,0.01,N/A,0.05,N/A,0.04,1,0.06,0.05,0.01,N/A,0.03
0.47,0.67,N/A,N/A,0.10,N/A,0.51,0.17,0.31,0.29,0.75,0.75,0.20,0.67,0.80,0.50,N/A,0.21,0.85,0.61,0.73,0.54,N/A,0.70,N/A,0.80,0.06,1,0.84,0.03,N/A,0.27
0.57,0.66,N/A,N/A,0.12,N/A,0.49,0.16,0.36,0.38,0.82,0.89,0.21,0.74,0.82,0.66,N/A,0.26,0.89,0.68,0.72,0.74,N/A,0.71,N/A,0.86,0.05,0.84,1,0.05,N/A,0.22
-0.01,0.04,N/A,N/A,-0.01,N/A,-0.02,-0.03,0.03,-0.01,0.01,0.01,0.02,-0.01,0.00,0.02,N/A,-0.00,0.06,-0.01,-0.01,0.02,N/A,0.02,N/A,0.03,0.01,0.03,0.05,1,N/A,-0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.22,0.16,N/A,N/A,0.07,N/A,0.16,-0.05,0.06,0.22,0.29,0.16,0.06,0.26,0.20,0.11,N/A,-0.03,0.23,0.25,0.23,0.13,N/A,0.25,N/A,0.24,0.03,0.27,0.22,-0.04,N/A,1
