1,0.06,0.15,0.22,-0.03,0.01
0.06,1,0.15,0.10,0.19,0.07
0.15,0.15,1,0.28,0.19,0.09
0.22,0.10,0.28,1,0.03,0.03
-0.03,0.19,0.19,0.03,1,0.02
0.01,0.07,0.09,0.03,0.02,1
