1,0.03,0.08,0.02,0.09,0.02,0.09
0.03,1,0.29,0.13,0.32,0.02,0.37
0.08,0.29,1,0.13,0.16,-0.00,0.29
0.02,0.13,0.13,1,0.08,0.10,0.18
0.09,0.32,0.16,0.08,1,-0.04,0.15
0.02,0.02,-0.00,0.10,-0.04,1,0.10
0.09,0.37,0.29,0.18,0.15,0.10,1
