1,0.80,N/A,0.13,0.25,0.47,0.59,N/A,0.66,0.12,N/A,0.03,0.08,0.23,0.46,N/A,0.13,0.14,N/A,0.07,0.13,0.48,N/A,0.46,0.57,0.06,0.04,N/A,N/A,0.51,N/A,0.17,0.04,0.04,N/A,0.17,N/A,N/A,0.09,0.08,0.06,N/A,N/A,0.11,N/A,0.64,N/A,N/A,0.71,N/A,N/A
0.80,1,N/A,0.17,0.30,0.50,0.58,N/A,0.65,0.13,N/A,0.00,0.05,0.28,0.50,N/A,0.17,0.07,N/A,0.01,0.13,0.51,N/A,0.48,0.58,0.07,0.02,N/A,N/A,0.53,N/A,0.18,0.05,0.04,N/A,0.17,N/A,N/A,0.09,0.04,0.07,N/A,N/A,0.18,N/A,0.62,N/A,N/A,0.69,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.13,0.17,N/A,1,0.09,0.23,0.25,N/A,0.33,0.14,N/A,0.16,0.06,0.06,0.20,N/A,1.00,-0.10,N/A,0.02,0.02,0.25,N/A,0.22,0.24,-0.08,0.05,N/A,N/A,0.21,N/A,0.19,-0.06,0.09,N/A,0.11,N/A,N/A,-0.05,-0.02,0.03,N/A,N/A,0.05,N/A,0.39,N/A,N/A,0.19,N/A,N/A
0.25,0.30,N/A,0.09,1,0.26,0.34,N/A,0.36,0.04,N/A,0.07,0.01,0.12,0.26,N/A,0.09,0.05,N/A,0.02,0.00,0.31,N/A,0.25,0.36,0.05,0.04,N/A,N/A,0.30,N/A,0.01,-0.06,0.02,N/A,0.10,N/A,N/A,-0.04,0.08,0.19,N/A,N/A,0.08,N/A,0.35,N/A,N/A,0.22,N/A,N/A
0.47,0.50,N/A,0.23,0.26,1,0.80,N/A,0.69,0.05,N/A,0.02,0.14,0.22,0.98,N/A,0.23,0.02,N/A,0.04,0.04,0.50,N/A,0.99,0.62,0.04,0.05,N/A,N/A,0.85,N/A,0.20,0.05,0.08,N/A,0.19,N/A,N/A,-0.03,0.06,0.17,N/A,N/A,0.19,N/A,0.67,N/A,N/A,0.44,N/A,N/A
0.59,0.58,N/A,0.25,0.34,0.80,1,N/A,0.82,0.09,N/A,0.03,0.09,0.25,0.81,N/A,0.25,0.04,N/A,0.08,0.05,0.60,N/A,0.79,0.74,0.03,0.07,N/A,N/A,0.90,N/A,0.29,0.06,0.12,N/A,0.25,N/A,N/A,0.02,0.11,0.17,N/A,N/A,0.25,N/A,0.81,N/A,N/A,0.56,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.66,0.65,N/A,0.33,0.36,0.69,0.82,N/A,1,0.11,N/A,0.09,0.12,0.27,0.68,N/A,0.33,0.06,N/A,0.09,0.08,0.73,N/A,0.68,0.85,0.06,0.05,N/A,N/A,0.76,N/A,0.33,0.07,0.13,N/A,0.30,N/A,N/A,0.04,0.09,0.17,N/A,N/A,0.19,N/A,0.98,N/A,N/A,0.62,N/A,N/A
0.12,0.13,N/A,0.14,0.04,0.05,0.09,N/A,0.11,1,N/A,0.00,0.05,-0.02,0.04,N/A,0.14,-0.03,N/A,0.05,-0.03,0.11,N/A,0.04,0.03,0.01,-0.01,N/A,N/A,0.06,N/A,-0.03,0.06,-0.03,N/A,0.09,N/A,N/A,-0.03,0.08,0.09,N/A,N/A,0.03,N/A,0.08,N/A,N/A,0.05,N/A,N/A
