1,N/A,0.12,N/A,0.19,N/A,0.11,0.23,0.06,0.09,N/A,0.15,0.10,0.18,0.22
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,N/A,1,N/A,0.27,N/A,0.04,0.16,0.05,0.20,N/A,0.15,0.11,0.14,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.19,N/A,0.27,N/A,1,N/A,0.30,0.48,0.06,0.12,N/A,0.21,0.17,0.47,-0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.11,N/A,0.04,N/A,0.30,N/A,1,0.33,0.06,0.05,N/A,0.17,0.07,0.23,0.03
0.23,N/A,0.16,N/A,0.48,N/A,0.33,1,0.05,0.14,N/A,0.22,0.25,0.41,0.08
0.06,N/A,0.05,N/A,0.06,N/A,0.06,0.05,1,-0.01,N/A,0.03,0.02,0.05,0.00
0.09,N/A,0.20,N/A,0.12,N/A,0.05,0.14,-0.01,1,N/A,0.04,0.06,0.12,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.15,N/A,0.15,N/A,0.21,N/A,0.17,0.22,0.03,0.04,N/A,1,0.11,0.10,0.07
0.10,N/A,0.11,N/A,0.17,N/A,0.07,0.25,0.02,0.06,N/A,0.11,1,0.10,-0.02
0.18,N/A,0.14,N/A,0.47,N/A,0.23,0.41,0.05,0.12,N/A,0.10,0.10,1,-0.01
0.22,N/A,0.03,N/A,-0.01,N/A,0.03,0.08,0.00,0.04,N/A,0.07,-0.02,-0.01,1
