N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,N/A,0.05,0.10,-0.08,0.03,0.18,0.14,-0.02,0.02,0.00,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.05,N/A,N/A,1,0.22,0.05,-0.01,0.18,0.12,0.00,0.07,0.07,N/A,N/A
N/A,0.10,N/A,N/A,0.22,1,0.11,0.01,0.14,0.25,0.02,0.02,0.09,N/A,N/A
N/A,-0.08,N/A,N/A,0.05,0.11,1,-0.03,0.05,0.20,-0.04,-0.02,0.04,N/A,N/A
N/A,0.03,N/A,N/A,-0.01,0.01,-0.03,1,-0.01,-0.05,-0.02,0.36,-0.01,N/A,N/A
N/A,0.18,N/A,N/A,0.18,0.14,0.05,-0.01,1,0.17,0.02,-0.01,0.07,N/A,N/A
N/A,0.14,N/A,N/A,0.12,0.25,0.20,-0.05,0.17,1,0.03,0.02,0.14,N/A,N/A
N/A,-0.02,N/A,N/A,0.00,0.02,-0.04,-0.02,0.02,0.03,1,-0.07,-0.05,N/A,N/A
N/A,0.02,N/A,N/A,0.07,0.02,-0.02,0.36,-0.01,0.02,-0.07,1,0.05,N/A,N/A
N/A,0.00,N/A,N/A,0.07,0.09,0.04,-0.01,0.07,0.14,-0.05,0.05,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
