1,0.40,0.03,0.10,0.26,0.18,0.31,0.36,0.17,0.00,0.27,0.36,0.26,0.30,0.07,0.13,0.38,0.03,0.16,-0.03,0.37,0.21,0.09,0.19
0.40,1,0.13,0.43,0.62,0.30,0.80,0.78,0.62,0.06,0.63,0.91,0.73,0.70,0.19,0.17,0.94,0.08,0.49,0.09,0.87,0.62,0.16,0.56
0.03,0.13,1,0.11,0.09,0.04,0.15,0.08,0.16,0.04,0.06,0.12,0.63,0.09,0.03,0.04,0.10,-0.00,0.85,0.06,0.08,0.16,0.05,0.63
0.10,0.43,0.11,1,0.37,0.12,0.69,0.37,0.84,0.05,0.31,0.45,0.40,0.37,0.12,0.17,0.44,0.08,0.42,0.02,0.35,0.76,0.06,0.37
0.26,0.62,0.09,0.37,1,0.19,0.58,0.52,0.51,0.02,0.46,0.61,0.51,0.54,0.13,0.16,0.61,0.01,0.40,0.01,0.52,0.48,0.19,0.47
0.18,0.30,0.04,0.12,0.19,1,0.27,0.27,0.18,0.08,0.18,0.29,0.24,0.31,0.05,0.08,0.30,0.00,0.14,0.04,0.27,0.22,0.14,0.21
0.31,0.80,0.15,0.69,0.58,0.27,1,0.77,0.88,0.14,0.57,0.79,0.67,0.63,0.19,0.13,0.78,0.02,0.48,0.06,0.66,0.93,0.13,0.58
0.36,0.78,0.08,0.37,0.52,0.27,0.77,1,0.51,0.08,0.56,0.76,0.59,0.59,0.15,0.11,0.76,0.03,0.38,0.04,0.68,0.53,0.15,0.47
0.17,0.62,0.16,0.84,0.51,0.18,0.88,0.51,1,0.09,0.44,0.63,0.55,0.51,0.16,0.17,0.62,0.06,0.52,0.04,0.51,0.93,0.11,0.51
0.00,0.06,0.04,0.05,0.02,0.08,0.14,0.08,0.09,1,0.04,0.09,0.09,0.11,-0.03,0.03,0.06,-0.04,0.05,-0.05,0.04,0.13,0.02,0.13
0.27,0.63,0.06,0.31,0.46,0.18,0.57,0.56,0.44,0.04,1,0.76,0.49,0.53,0.11,0.11,0.66,0.04,0.33,0.14,0.54,0.46,0.14,0.38
0.36,0.91,0.12,0.45,0.61,0.29,0.79,0.76,0.63,0.09,0.76,1,0.71,0.72,0.26,0.18,0.92,0.07,0.49,0.11,0.79,0.63,0.16,0.58
0.26,0.73,0.63,0.40,0.51,0.24,0.67,0.59,0.55,0.09,0.49,0.71,1,0.57,0.19,0.12,0.70,0.06,0.82,0.06,0.59,0.57,0.13,0.79
0.30,0.70,0.09,0.37,0.54,0.31,0.63,0.59,0.51,0.11,0.53,0.72,0.57,1,0.13,0.09,0.68,-0.03,0.39,0.08,0.60,0.52,0.33,0.46
0.07,0.19,0.03,0.12,0.13,0.05,0.19,0.15,0.16,-0.03,0.11,0.26,0.19,0.13,1,0.00,0.26,-0.05,0.13,0.18,0.11,0.17,-0.03,0.15
0.13,0.17,0.04,0.17,0.16,0.08,0.13,0.11,0.17,0.03,0.11,0.18,0.12,0.09,0.00,1,0.12,-0.01,0.16,0.09,0.12,0.12,0.03,0.11
0.38,0.94,0.10,0.44,0.61,0.30,0.78,0.76,0.62,0.06,0.66,0.92,0.70,0.68,0.26,0.12,1,0.07,0.47,0.07,0.83,0.61,0.13,0.56
0.03,0.08,-0.00,0.08,0.01,0.00,0.02,0.03,0.06,-0.04,0.04,0.07,0.06,-0.03,-0.05,-0.01,0.07,1,0.06,-0.04,0.08,0.02,0.08,0.05
0.16,0.49,0.85,0.42,0.40,0.14,0.48,0.38,0.52,0.05,0.33,0.49,0.82,0.39,0.13,0.16,0.47,0.06,1,0.10,0.40,0.43,0.11,0.76
-0.03,0.09,0.06,0.02,0.01,0.04,0.06,0.04,0.04,-0.05,0.14,0.11,0.06,0.08,0.18,0.09,0.07,-0.04,0.10,1,0.06,0.03,0.08,0.04
0.37,0.87,0.08,0.35,0.52,0.27,0.66,0.68,0.51,0.04,0.54,0.79,0.59,0.60,0.11,0.12,0.83,0.08,0.40,0.06,1,0.51,0.19,0.46
0.21,0.62,0.16,0.76,0.48,0.22,0.93,0.53,0.93,0.13,0.46,0.63,0.57,0.52,0.17,0.12,0.61,0.02,0.43,0.03,0.51,1,0.11,0.52
0.09,0.16,0.05,0.06,0.19,0.14,0.13,0.15,0.11,0.02,0.14,0.16,0.13,0.33,-0.03,0.03,0.13,0.08,0.11,0.08,0.19,0.11,1,0.09
0.19,0.56,0.63,0.37,0.47,0.21,0.58,0.47,0.51,0.13,0.38,0.58,0.79,0.46,0.15,0.11,0.56,0.05,0.76,0.04,0.46,0.52,0.09,1
