N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.10,0.21,0.62,N/A,0.28,0.21,N/A,0.11,N/A,0.24,0.17,0.09,0.25,0.22,0.76,0.18,0.09,0.13,N/A,0.28,0.20,N/A,0.19,0.39,0.10,N/A,0.10,0.08,0.18,0.09,0.09,0.52,0.04,0.32,0.22,0.20,-0.02,0.73,0.10,0.14,0.82,N/A
N/A,0.10,1,0.03,0.08,N/A,0.04,-0.02,N/A,0.12,N/A,0.12,-0.01,-0.03,-0.02,-0.03,0.09,-0.02,0.06,-0.01,N/A,0.07,0.01,N/A,0.02,0.01,0.02,N/A,0.01,0.00,0.02,-0.02,-0.01,0.05,-0.06,0.01,0.02,0.12,0.01,0.15,0.02,0.06,0.12,N/A
N/A,0.21,0.03,1,0.16,N/A,0.08,0.19,N/A,0.07,N/A,0.04,-0.01,-0.08,0.01,0.08,0.19,0.09,-0.06,0.01,N/A,0.09,0.01,N/A,0.06,0.01,-0.04,N/A,0.03,-0.02,0.04,0.10,0.01,0.14,0.01,0.07,0.04,0.04,-0.01,0.10,0.06,0.07,0.16,N/A
N/A,0.62,0.08,0.16,1,N/A,0.21,0.15,N/A,0.06,N/A,0.28,0.18,0.01,0.19,0.18,0.90,0.20,0.12,0.10,N/A,0.22,0.22,N/A,0.23,0.14,0.20,N/A,0.07,0.10,0.11,0.08,0.06,0.24,0.03,0.15,0.20,0.14,-0.01,0.68,0.07,0.11,0.69,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.28,0.04,0.08,0.21,N/A,1,0.13,N/A,-0.03,N/A,0.37,0.06,0.01,0.06,0.08,0.23,0.13,0.00,0.01,N/A,0.07,0.05,N/A,0.17,0.07,-0.07,N/A,0.12,0.17,0.05,0.01,0.12,0.14,0.02,0.20,0.10,0.10,0.05,0.31,-0.02,0.08,0.29,N/A
N/A,0.21,-0.02,0.19,0.15,N/A,0.13,1,N/A,0.04,N/A,0.10,0.05,0.22,0.14,0.06,0.21,0.01,0.07,0.04,N/A,-0.01,0.07,N/A,0.11,0.09,-0.01,N/A,0.05,0.08,0.10,0.14,0.05,0.03,0.05,0.04,0.15,0.04,0.00,0.24,0.12,0.05,0.26,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.11,0.12,0.07,0.06,N/A,-0.03,0.04,N/A,1,N/A,-0.01,-0.04,0.02,-0.06,0.01,0.06,-0.06,-0.08,0.06,N/A,0.04,0.02,N/A,-0.05,-0.03,-0.01,N/A,-0.06,-0.08,0.03,-0.04,0.09,0.08,-0.09,-0.05,0.03,0.22,-0.15,0.12,0.01,0.06,0.09,N/A
