N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.32,0.24,0.28,0.19,0.13,N/A,0.29,0.33,0.22
N/A,0.32,1,0.21,0.11,0.09,0.03,N/A,0.12,0.09,0.11
N/A,0.24,0.21,1,0.17,0.22,0.11,N/A,0.16,0.13,0.10
N/A,0.28,0.11,0.17,1,0.06,0.05,N/A,0.10,0.12,0.19
N/A,0.19,0.09,0.22,0.06,1,0.09,N/A,0.23,0.18,0.13
N/A,0.13,0.03,0.11,0.05,0.09,1,N/A,0.05,0.09,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.29,0.12,0.16,0.10,0.23,0.05,N/A,1,0.26,0.37
N/A,0.33,0.09,0.13,0.12,0.18,0.09,N/A,0.26,1,0.19
N/A,0.22,0.11,0.10,0.19,0.13,0.05,N/A,0.37,0.19,1
