1,0.16,0.06,0.06,0.07,0.10,0.15,N/A,0.05,N/A,-0.03
0.16,1,-0.06,0.03,0.14,0.22,0.11,N/A,0.18,N/A,-0.01
0.06,-0.06,1,0.09,0.06,0.07,0.07,N/A,-0.04,N/A,-0.01
0.06,0.03,0.09,1,0.08,0.21,0.20,N/A,0.07,N/A,0.06
0.07,0.14,0.06,0.08,1,0.20,0.28,N/A,0.24,N/A,-0.03
0.10,0.22,0.07,0.21,0.20,1,0.20,N/A,0.23,N/A,0.07
0.15,0.11,0.07,0.20,0.28,0.20,1,N/A,0.12,N/A,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,0.18,-0.04,0.07,0.24,0.23,0.12,N/A,1,N/A,-0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.03,-0.01,-0.01,0.06,-0.03,0.07,-0.00,N/A,-0.00,N/A,1
