1,N/A,N/A,0.01,N/A,-0.05,N/A,0.28,0.04,0.05,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,N/A,N/A,1,N/A,0.03,N/A,0.14,0.11,0.09,0.05,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.05,N/A,N/A,0.03,N/A,1,N/A,0.19,0.10,0.03,-0.03,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.28,N/A,N/A,0.14,N/A,0.19,N/A,1,0.06,0.10,0.06,N/A
0.04,N/A,N/A,0.11,N/A,0.10,N/A,0.06,1,0.10,0.04,N/A
0.05,N/A,N/A,0.09,N/A,0.03,N/A,0.10,0.10,1,0.22,N/A
0.01,N/A,N/A,0.05,N/A,-0.03,N/A,0.06,0.04,0.22,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
