N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,0.05,0.14,-0.10,N/A,-0.05,N/A,0.03,0.03,-0.02,-0.03,N/A,-0.00,0.04,-0.01,0.16,0.07,0.02,N/A,-0.01,N/A,-0.02,0.01,0.09,0.11,0.03,-0.01,-0.02,-0.04,-0.02,0.01,0.06,0.02,0.00,0.04,-0.04,0.06,-0.09,0.03,N/A,-0.04,0.05,0.02,-0.02,-0.00,0.03,-0.04,-0.01,N/A,N/A,0.07,-0.01,-0.03,-0.01,0.13
N/A,0.05,1,0.18,-0.06,N/A,0.01,N/A,-0.01,0.12,-0.03,-0.02,N/A,0.01,0.07,0.03,0.15,0.03,-0.04,N/A,0.11,N/A,0.11,0.01,0.02,-0.01,0.07,0.01,0.04,-0.03,0.08,0.01,0.01,-0.04,-0.03,0.07,0.04,0.00,0.10,0.03,N/A,-0.05,0.29,0.04,0.00,0.02,-0.01,0.04,-0.00,N/A,N/A,0.03,-0.01,0.02,-0.04,0.13
N/A,0.14,0.18,1,-0.01,N/A,0.01,N/A,0.04,-0.04,0.01,-0.00,N/A,0.12,-0.03,0.05,0.46,0.14,0.17,N/A,0.04,N/A,0.35,0.07,0.28,0.23,0.22,0.15,0.04,0.08,-0.01,0.02,0.20,0.17,0.08,0.03,0.01,0.13,-0.03,0.06,N/A,0.05,0.12,0.23,0.05,0.02,0.04,0.01,0.01,N/A,N/A,0.08,0.09,-0.03,-0.02,0.90
N/A,-0.10,-0.06,-0.01,1,N/A,0.03,N/A,0.06,0.01,0.01,0.04,N/A,0.00,0.04,-0.08,0.01,-0.02,0.03,N/A,-0.06,N/A,-0.10,-0.00,0.09,-0.01,0.06,0.08,0.01,0.08,0.03,-0.00,0.03,0.03,-0.01,0.00,0.00,-0.04,0.05,0.03,N/A,0.21,0.01,0.09,-0.02,0.21,-0.05,0.00,0.00,N/A,N/A,0.05,0.01,-0.04,0.03,0.00
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,-0.05,0.01,0.01,0.03,N/A,1,N/A,0.08,0.02,0.03,-0.02,N/A,-0.00,0.01,-0.07,-0.04,-0.03,0.04,N/A,0.12,N/A,0.07,0.01,0.10,0.05,0.05,0.10,-0.01,0.02,0.03,0.02,-0.02,0.04,0.03,0.05,0.05,-0.04,0.07,-0.03,N/A,0.28,-0.04,0.04,0.03,0.02,-0.04,0.05,-0.02,N/A,N/A,-0.03,-0.01,0.05,-0.02,0.01
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.03,-0.01,0.04,0.06,N/A,0.08,N/A,1,0.08,0.07,-0.01,N/A,0.08,-0.04,-0.02,0.06,0.05,0.13,N/A,-0.01,N/A,0.04,0.13,0.07,0.17,0.14,0.11,0.01,0.07,-0.02,0.01,0.08,0.13,-0.02,0.07,0.11,0.22,0.06,0.10,N/A,0.05,-0.04,0.16,0.00,0.05,0.00,0.11,0.01,N/A,N/A,-0.05,0.01,-0.00,0.04,0.04
N/A,0.03,0.12,-0.04,0.01,N/A,0.02,N/A,0.08,1,0.03,-0.01,N/A,0.20,0.09,-0.04,0.00,0.08,-0.00,N/A,0.06,N/A,-0.01,0.08,0.07,-0.02,0.15,0.06,0.04,0.04,0.02,-0.04,-0.00,-0.00,0.03,0.03,0.05,0.03,-0.09,-0.03,N/A,-0.03,0.04,0.11,0.01,-0.03,0.07,0.05,-0.02,N/A,N/A,0.04,-0.01,0.06,0.06,-0.02
N/A,-0.02,-0.03,0.01,0.01,N/A,0.03,N/A,0.07,0.03,1,0.01,N/A,0.01,0.02,-0.01,0.07,0.01,0.02,N/A,0.15,N/A,0.10,0.01,0.02,0.02,0.22,0.04,0.00,0.29,0.03,0.00,0.08,0.02,0.00,0.02,0.02,0.01,0.02,0.01,N/A,-0.01,0.01,0.25,0.01,0.03,0.01,0.02,0.03,N/A,N/A,0.04,0.04,-0.00,0.00,0.01
N/A,-0.03,-0.02,-0.00,0.04,N/A,-0.02,N/A,-0.01,-0.01,0.01,1,N/A,0.04,-0.01,-0.00,0.06,0.04,0.01,N/A,-0.04,N/A,0.01,0.03,0.09,0.00,0.05,-0.01,0.03,0.03,0.02,0.00,0.00,0.01,-0.03,0.05,-0.01,0.03,0.00,0.12,N/A,0.07,-0.02,0.07,0.03,0.00,-0.01,-0.01,-0.01,N/A,N/A,0.06,0.01,-0.01,-0.02,-0.01
