1,N/A,-0.02,-0.00,-0.01,0.25,-0.02,0.08,0.00,-0.01,0.14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,N/A,1,0.07,0.04,0.08,1.00,0.06,0.89,-0.03,-0.02
-0.00,N/A,0.07,1,-0.01,0.02,0.07,0.16,0.08,0.03,0.06
-0.01,N/A,0.04,-0.01,1,-0.03,0.04,0.09,0.14,0.05,0.08
0.25,N/A,0.08,0.02,-0.03,1,0.08,0.05,0.07,0.03,0.12
-0.02,N/A,1.00,0.07,0.04,0.08,1,0.06,0.89,-0.03,-0.02
0.08,N/A,0.06,0.16,0.09,0.05,0.06,1,0.10,0.15,0.27
0.00,N/A,0.89,0.08,0.14,0.07,0.89,0.10,1,-0.03,0.02
-0.01,N/A,-0.03,0.03,0.05,0.03,-0.03,0.15,-0.03,1,0.06
0.14,N/A,-0.02,0.06,0.08,0.12,-0.02,0.27,0.02,0.06,1
