1,0.34,0.15,0.36,0.26,0.40,0.58,0.38,0.17,0.08,0.29
0.34,1,0.14,0.27,0.35,0.38,0.38,0.20,0.06,-0.00,0.11
0.15,0.14,1,0.17,0.08,0.14,0.20,0.20,0.09,-0.01,0.08
0.36,0.27,0.17,1,0.27,0.17,0.34,0.38,0.10,-0.01,0.11
0.26,0.35,0.08,0.27,1,0.36,0.39,0.20,0.11,0.02,0.13
0.40,0.38,0.14,0.17,0.36,1,0.41,0.25,0.06,0.01,0.22
0.58,0.38,0.20,0.34,0.39,0.41,1,0.35,0.11,0.08,0.28
0.38,0.20,0.20,0.38,0.20,0.25,0.35,1,0.17,0.02,0.15
0.17,0.06,0.09,0.10,0.11,0.06,0.11,0.17,1,0.04,0.04
0.08,-0.00,-0.01,-0.01,0.02,0.01,0.08,0.02,0.04,1,0.06
0.29,0.11,0.08,0.11,0.13,0.22,0.28,0.15,0.04,0.06,1
