1,0.26,-0.02,0.18,0.07,0.16,0.22
0.26,1,0.01,0.20,0.00,0.21,0.29
-0.02,0.01,1,0.00,-0.00,0.05,0.07
0.18,0.20,0.00,1,-0.00,0.16,0.28
0.07,0.00,-0.00,-0.00,1,-0.01,0.06
0.16,0.21,0.05,0.16,-0.01,1,0.37
0.22,0.29,0.07,0.28,0.06,0.37,1
