1,N/A,0.21,0.14,0.37,0.29,0.34,0.16,0.31,N/A,0.64,0.27,0.01,0.23,0.27
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.21,N/A,1,0.04,0.12,0.12,0.15,0.03,0.15,N/A,0.22,0.18,0.00,0.00,0.07
0.14,N/A,0.04,1,0.04,0.03,0.03,0.00,0.06,N/A,0.14,0.04,-0.04,0.03,0.00
0.37,N/A,0.12,0.04,1,0.18,0.19,0.06,0.29,N/A,0.41,0.18,-0.06,0.15,0.15
0.29,N/A,0.12,0.03,0.18,1,0.13,0.07,0.18,N/A,0.24,0.14,0.06,0.17,0.13
0.34,N/A,0.15,0.03,0.19,0.13,1,0.07,0.17,N/A,0.37,0.18,0.03,0.07,0.18
0.16,N/A,0.03,0.00,0.06,0.07,0.07,1,0.06,N/A,0.18,0.07,0.02,0.02,0.07
0.31,N/A,0.15,0.06,0.29,0.18,0.17,0.06,1,N/A,0.37,0.17,-0.04,0.11,0.11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.64,N/A,0.22,0.14,0.41,0.24,0.37,0.18,0.37,N/A,1,0.24,0.02,0.21,0.31
0.27,N/A,0.18,0.04,0.18,0.14,0.18,0.07,0.17,N/A,0.24,1,0.00,-0.05,0.02
0.01,N/A,0.00,-0.04,-0.06,0.06,0.03,0.02,-0.04,N/A,0.02,0.00,1,0.02,0.04
0.23,N/A,0.00,0.03,0.15,0.17,0.07,0.02,0.11,N/A,0.21,-0.05,0.02,1,0.17
0.27,N/A,0.07,0.00,0.15,0.13,0.18,0.07,0.11,N/A,0.31,0.02,0.04,0.17,1
