N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,N/A,0.04,N/A,0.01,0.03,0.07,0.13,0.05,0.09,N/A,N/A,-0.00,-0.10,0.11,0.04,0.03,N/A,-0.06,0.04,0.02,0.03,0.03,-0.04,0.00,-0.03,0.04,-0.01,N/A,0.03,N/A,0.11,0.04,0.10,-0.06,N/A,0.09,0.00,N/A,0.01,0.05,0.02,N/A,0.05
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.04,N/A,1,N/A,-0.04,0.05,0.24,0.02,-0.04,0.32,N/A,N/A,0.25,-0.06,0.03,-0.02,0.16,N/A,0.21,0.10,0.05,-0.02,0.12,-0.00,0.18,0.07,-0.03,0.00,N/A,0.09,N/A,0.36,0.24,0.35,0.14,N/A,0.35,0.19,N/A,0.08,0.05,0.07,N/A,0.06
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.01,N/A,-0.04,N/A,1,0.04,0.07,-0.09,0.03,0.07,N/A,N/A,-0.03,0.16,0.05,0.01,0.04,N/A,-0.04,0.02,-0.02,-0.03,0.03,0.01,0.04,0.05,0.01,0.03,N/A,0.04,N/A,0.00,0.02,0.01,0.01,N/A,0.10,-0.01,N/A,0.05,0.08,-0.00,N/A,-0.00
N/A,0.03,N/A,0.05,N/A,0.04,1,0.19,0.07,-0.05,0.25,N/A,N/A,0.16,0.03,-0.00,0.03,0.16,N/A,0.01,0.05,0.01,0.03,0.08,0.01,0.15,0.06,0.03,0.02,N/A,0.06,N/A,0.28,0.17,0.29,0.07,N/A,0.29,0.03,N/A,-0.03,0.04,0.06,N/A,0.14
N/A,0.07,N/A,0.24,N/A,0.07,0.19,1,0.11,0.03,0.63,N/A,N/A,0.57,0.08,0.06,0.11,0.42,N/A,0.04,0.33,0.12,0.08,0.16,0.08,0.40,0.16,0.10,0.75,N/A,0.30,N/A,0.70,0.59,0.69,0.04,N/A,0.77,0.30,N/A,0.06,0.07,0.23,N/A,0.06
N/A,0.13,N/A,0.02,N/A,-0.09,0.07,0.11,1,0.05,0.10,N/A,N/A,0.09,0.07,0.01,0.04,0.07,N/A,0.01,-0.02,0.08,0.09,0.06,-0.01,0.08,0.03,0.01,0.04,N/A,-0.02,N/A,0.13,0.06,0.12,0.02,N/A,0.12,0.13,N/A,0.05,-0.02,-0.00,N/A,0.02
N/A,0.05,N/A,-0.04,N/A,0.03,-0.05,0.03,0.05,1,-0.01,N/A,N/A,0.03,-0.04,-0.02,0.01,-0.04,N/A,-0.01,0.01,-0.01,0.13,-0.00,-0.01,-0.01,0.04,0.05,0.00,N/A,-0.02,N/A,0.02,0.03,0.00,0.03,N/A,0.06,0.05,N/A,0.01,0.02,-0.01,N/A,0.07
