1,0.21,0.05,0.19,0.02,0.06
0.21,1,0.21,0.66,0.08,0.19
0.05,0.21,1,0.23,0.09,0.11
0.19,0.66,0.23,1,0.06,0.15
0.02,0.08,0.09,0.06,1,0.02
0.06,0.19,0.11,0.15,0.02,1
