1,0.06,0.01,0.18,0.13,0.17,0.08,0.14,0.09,N/A,0.14,0.09,N/A,0.01,0.15,0.20,0.20,N/A,0.05,0.08,0.18,0.09,0.36,-0.01,0.11,0.10,0.03,N/A,0.11,0.25,0.43,0.12,0.12,0.05,0.19,0.04,-0.01,0.13,0.00,0.14,0.27,N/A,0.14,0.30,0.03,0.11,0.23,0.14,0.04,0.11,-0.02,0.40,0.19,0.02,0.10,0.06,-0.01,-0.00,0.15
0.06,1,0.02,0.76,0.06,-0.01,0.08,0.00,0.01,N/A,0.95,-0.02,N/A,-0.02,0.05,0.10,0.08,N/A,0.05,0.02,0.10,-0.01,0.10,0.13,0.08,0.03,0.01,N/A,0.01,0.15,0.07,0.12,0.06,0.02,-0.00,0.05,-0.03,0.08,0.36,0.04,0.02,N/A,0.10,0.14,0.04,0.10,0.12,0.00,0.02,0.02,0.01,0.16,0.12,-0.03,0.02,0.97,0.13,-0.01,0.10
0.01,0.02,1,0.11,0.11,-0.00,0.14,-0.02,0.05,N/A,0.03,-0.02,N/A,0.00,0.05,0.35,0.22,N/A,0.17,0.04,0.11,0.02,0.04,0.01,0.04,0.03,0.02,N/A,0.03,0.24,0.11,0.06,0.01,-0.01,0.03,-0.02,0.01,0.01,0.15,0.06,0.02,N/A,0.17,0.17,0.01,0.05,0.22,-0.02,0.10,0.06,0.08,0.22,0.12,0.05,-0.03,0.03,0.01,0.03,0.21
0.18,0.76,0.11,1,0.15,0.06,0.23,0.07,0.17,N/A,0.77,0.01,N/A,0.08,0.10,0.43,0.41,N/A,0.16,0.11,0.25,0.14,0.21,0.14,0.17,0.20,0.11,N/A,0.21,0.44,0.35,0.30,0.10,0.13,0.15,0.18,-0.01,0.15,0.37,0.25,0.15,N/A,0.38,0.48,0.16,0.24,0.46,0.07,0.14,0.18,0.09,0.51,0.48,-0.01,0.07,0.77,0.14,0.05,0.31
0.13,0.06,0.11,0.15,1,0.05,0.06,0.06,0.06,N/A,0.09,-0.02,N/A,0.05,0.25,0.19,0.30,N/A,0.07,0.04,0.16,0.17,0.14,0.08,0.07,0.11,-0.01,N/A,0.19,0.76,0.21,0.13,0.06,0.02,0.22,0.02,0.11,0.27,0.20,0.11,0.10,N/A,0.22,0.31,0.09,0.05,0.23,0.06,0.04,0.18,0.03,0.30,0.21,0.03,0.03,0.08,0.08,0.14,0.10
0.17,-0.01,-0.00,0.06,0.05,1,0.05,-0.04,0.09,N/A,-0.02,0.01,N/A,0.02,0.00,0.11,0.09,N/A,0.00,0.03,0.08,-0.09,0.01,0.12,-0.02,0.10,-0.03,N/A,0.12,0.09,0.21,0.06,0.05,-0.03,0.04,-0.03,-0.02,-0.01,0.01,0.03,-0.04,N/A,0.05,0.12,0.09,0.06,0.09,-0.04,0.02,0.05,-0.03,0.11,0.16,0.09,0.04,-0.02,0.12,-0.04,0.08
0.08,0.08,0.14,0.23,0.06,0.05,1,0.03,0.08,N/A,0.11,0.00,N/A,0.12,0.07,0.32,0.34,N/A,0.17,0.05,0.20,0.09,0.11,0.00,0.13,0.14,0.03,N/A,0.14,0.29,0.27,0.22,0.03,0.02,0.13,0.12,0.03,0.10,0.10,0.24,0.10,N/A,0.27,0.31,0.08,0.13,0.81,0.03,0.13,0.12,0.06,0.32,0.28,0.05,0.10,0.10,0.00,0.05,0.92
0.14,0.00,-0.02,0.07,0.06,-0.04,0.03,1,-0.08,N/A,0.01,-0.06,N/A,0.10,0.04,0.05,0.11,N/A,-0.05,-0.02,-0.03,0.03,0.06,-0.05,0.06,0.07,0.05,N/A,-0.03,0.10,0.10,0.10,0.22,0.02,0.03,0.04,0.00,0.01,-0.00,0.04,0.03,N/A,0.09,0.10,0.02,-0.01,0.14,1.00,0.00,0.05,-0.01,0.14,0.14,0.01,0.03,0.01,-0.05,0.02,0.06
0.09,0.01,0.05,0.17,0.06,0.09,0.08,-0.08,1,N/A,0.03,-0.02,N/A,0.03,0.04,0.25,0.22,N/A,0.06,0.01,0.04,0.14,0.04,-0.04,0.05,0.09,0.04,N/A,-0.01,0.18,0.21,0.10,-0.01,0.03,0.01,0.07,0.02,0.08,0.02,0.21,0.07,N/A,0.23,0.27,0.15,0.19,0.19,-0.08,0.12,0.21,0.03,0.20,0.26,-0.01,-0.02,0.02,-0.04,0.22,0.12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.14,0.95,0.03,0.77,0.09,-0.02,0.11,0.01,0.03,N/A,1,-0.01,N/A,-0.03,0.09,0.18,0.12,N/A,0.05,0.04,0.12,0.06,0.18,0.13,0.08,0.06,-0.00,N/A,0.05,0.22,0.13,0.12,0.07,0.01,0.02,0.09,-0.04,0.13,0.36,0.08,0.34,N/A,0.16,0.20,0.06,0.13,0.19,0.01,0.05,0.03,-0.00,0.24,0.17,-0.03,0.03,0.93,0.13,0.01,0.14
0.09,-0.02,-0.02,0.01,-0.02,0.01,0.00,-0.06,-0.02,N/A,-0.01,1,N/A,0.04,-0.03,0.04,0.01,N/A,0.03,0.01,0.05,-0.02,0.07,-0.07,0.01,0.01,0.07,N/A,0.15,0.00,0.16,-0.03,0.02,-0.00,-0.01,0.02,-0.03,0.17,-0.00,0.01,0.01,N/A,0.02,0.07,0.01,-0.01,0.02,-0.06,-0.00,0.02,0.00,0.06,0.12,-0.03,0.04,0.01,-0.07,-0.03,0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.01,-0.02,0.00,0.08,0.05,0.02,0.12,0.10,0.03,N/A,-0.03,0.04,N/A,1,0.15,0.17,0.25,N/A,0.09,-0.00,0.08,-0.01,0.06,-0.05,0.14,0.01,0.01,N/A,0.18,0.18,0.17,0.09,-0.03,0.02,0.26,0.07,-0.05,0.10,0.02,0.17,-0.03,N/A,0.28,0.15,0.02,0.02,0.22,0.10,-0.02,0.00,0.17,0.19,0.23,-0.02,0.14,0.01,-0.05,0.03,0.15
0.15,0.05,0.05,0.10,0.25,0.00,0.07,0.04,0.04,N/A,0.09,-0.03,N/A,0.15,1,0.16,0.18,N/A,-0.00,0.09,0.16,0.09,0.06,0.05,0.05,0.10,-0.02,N/A,0.08,0.28,0.11,0.06,0.11,0.02,0.11,0.00,-0.05,0.10,0.09,0.04,0.15,N/A,0.22,0.13,0.05,0.11,0.18,0.04,0.18,0.01,0.02,0.15,0.15,0.13,0.20,0.05,0.05,0.05,0.08
0.20,0.10,0.35,0.43,0.19,0.11,0.32,0.05,0.25,N/A,0.18,0.04,N/A,0.17,0.16,1,0.64,N/A,0.24,0.09,0.33,0.22,0.19,0.08,0.17,0.20,0.03,N/A,0.29,0.59,0.56,0.32,0.10,0.06,0.21,0.22,0.05,0.20,0.28,0.36,0.28,N/A,0.48,0.58,0.21,0.25,0.66,0.05,0.30,0.18,0.13,0.62,0.54,0.10,0.06,0.14,0.08,0.15,0.44
0.20,0.08,0.22,0.41,0.30,0.09,0.34,0.11,0.22,N/A,0.12,0.01,N/A,0.25,0.18,0.64,1,N/A,0.24,0.10,0.34,0.19,0.19,0.05,0.22,0.26,0.11,N/A,0.28,0.63,0.51,0.33,0.09,0.08,0.20,0.24,0.06,0.17,0.19,0.39,0.16,N/A,0.49,0.61,0.21,0.25,0.66,0.11,0.27,0.24,0.12,0.63,0.57,0.07,0.07,0.10,0.05,0.13,0.48
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.05,0.05,0.17,0.16,0.07,0.00,0.17,-0.05,0.06,N/A,0.05,0.03,N/A,0.09,-0.00,0.24,0.24,N/A,1,0.17,0.08,0.08,0.02,0.07,0.08,0.15,-0.04,N/A,0.09,0.20,0.20,0.11,0.04,0.02,0.02,0.15,0.02,0.19,0.12,0.27,0.02,N/A,0.16,0.19,0.15,0.03,0.26,-0.05,0.19,0.01,0.01,0.22,0.27,0.08,-0.01,0.06,0.07,0.06,0.21
0.08,0.02,0.04,0.11,0.04,0.03,0.05,-0.02,0.01,N/A,0.04,0.01,N/A,-0.00,0.09,0.09,0.10,N/A,0.17,1,0.04,0.02,0.13,-0.01,0.00,0.05,0.05,N/A,0.15,0.11,0.15,-0.02,0.00,-0.01,0.02,0.04,0.06,0.05,0.07,0.13,0.07,N/A,0.10,0.12,0.10,0.13,0.11,-0.02,0.09,0.06,-0.00,0.17,0.14,0.00,0.06,0.02,-0.01,0.01,0.07
0.18,0.10,0.11,0.25,0.16,0.08,0.20,-0.03,0.04,N/A,0.12,0.05,N/A,0.08,0.16,0.33,0.34,N/A,0.08,0.04,1,0.12,0.08,0.06,0.09,0.18,0.02,N/A,0.11,0.30,0.26,0.13,0.02,0.01,0.11,0.19,-0.04,0.12,0.06,0.10,0.09,N/A,0.24,0.31,0.04,0.13,0.32,-0.03,0.06,0.14,0.09,0.28,0.29,0.06,0.13,0.11,0.06,0.01,0.28
0.09,-0.01,0.02,0.14,0.17,-0.09,0.09,0.03,0.14,N/A,0.06,-0.02,N/A,-0.01,0.09,0.22,0.19,N/A,0.08,0.02,0.12,1,0.08,0.03,0.00,0.04,0.05,N/A,0.26,0.26,0.16,0.11,0.04,0.02,0.29,-0.00,-0.04,0.08,0.12,0.20,0.21,N/A,0.23,0.33,0.07,0.12,0.24,0.03,0.07,0.14,0.04,0.25,0.26,-0.02,0.07,0.00,0.03,0.11,0.13
